# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F560Wmag  F770Wmag  F1000Wmag  F1130Wmag  F1280Wmag  F1500Wmag  F1800Wmag  F2100Wmag  F2550Wmag
0.0152 0.01508 8.04003 5.1181287766 2.6146609783    4.726  4.468  3.4878 -0.452    8  0.884  0.354   809.41   287.20   177.64   136.34   112.86  2 -1.66e-05      0.53 6.162e-01 3.684e-01 1.426e-03 3.553e-03 5.368e-03 -1.000 1.538e-02 -6.400 -10.676 -11.090 -12.767 -13.166 -13.142 -13.148 -13.273 -13.310 -13.439
0.0152 0.01508 8.04003 5.1181530952 2.6146609783    4.709  4.473  3.4871 -0.461    8  0.885  0.344   827.89   291.57   180.21   138.36   114.53  2 -1.76e-05      0.57 6.162e-01 3.684e-01 1.395e-03 3.591e-03 5.368e-03 -1.000 1.539e-02 -6.412 -10.729 -11.150 -12.826 -13.225 -13.207 -13.219 -13.347 -13.387 -13.516
0.0152 0.01508 8.04003 5.1181530952 2.6146609783    4.708  4.667  3.4599 -0.765    8  0.885  0.348  1889.84   504.51   304.21   235.46   195.18  2 -0.000134      4.82 6.162e-01 3.684e-01 1.399e-03 3.592e-03 5.368e-03 -1.000 1.539e-02 -6.898 -12.513 -13.122 -14.205 -14.533 -14.807 -15.135 -15.503 -15.684 -15.866
0.0152 0.01508 8.04003 5.1181535721 2.6146609783    4.708  4.641  3.4635 -0.724    8  0.885  0.347  1687.25   468.98   283.72   219.37   181.80  2 -0.000102      3.69 6.162e-01 3.684e-01 1.399e-03 3.593e-03 5.368e-03 -1.000 1.539e-02 -6.832 -12.309 -12.894 -14.118 -14.460 -14.679 -14.949 -15.266 -15.420 -15.589
0.0152 0.01508 8.04003 5.1181550026 2.6146609783    4.707  4.587  3.4709 -0.641    8  0.885  0.347  1340.15   403.45   245.74   189.58   157.06  2 -5.83e-05      2.12 6.162e-01 3.684e-01 1.396e-03 3.595e-03 5.367e-03 -1.000 1.539e-02 -6.698 -11.829 -12.370 -13.841 -14.210 -14.331 -14.495 -14.728 -14.834 -14.983
0.0152 0.01508 8.04003 5.1181578636 2.6146609783    4.704  4.508  3.4819 -0.518    8  0.885  0.346   960.34   322.74   198.56   152.68   126.42  2 -2.55e-05      0.86 6.162e-01 3.685e-01 1.392e-03 3.601e-03 5.367e-03 -1.000 1.539e-02 -6.499 -11.062 -11.526 -13.203 -13.598 -13.611 -13.657 -13.807 -13.861 -13.993
0.0152 0.01508 8.04003 5.1181626320 2.6146609783    4.701  4.396  3.4974 -0.344    8  0.885  0.344   611.27   235.82   147.15   112.63    93.19  2 -7.95e-06      0.24 6.162e-01 3.685e-01 1.385e-03 3.610e-03 5.367e-03 -1.000 1.539e-02 -6.219 -10.111 -10.429 -11.937 -12.324 -12.269 -12.242 -12.341 -12.362 -12.490
0.0152 0.01508 8.04003 5.1181693077 2.6146612167    4.694  4.432  3.4922 -0.401    8  0.885  0.341   707.65   261.41   162.35   124.46   103.00  2 -1.16e-05      0.38 6.161e-01 3.685e-01 1.374e-03 3.623e-03 5.367e-03 -1.000 1.540e-02 -6.309 -10.403 -10.773 -12.376 -12.770 -12.729 -12.718 -12.829 -12.858 -12.986
0.0152 0.01508 8.04003 5.1181793213 2.6146612167    4.686  4.457  3.4886 -0.442    8  0.885  0.337   785.72   281.10   174.00   133.55   110.54  2 -1.52e-05      0.47 6.161e-01 3.685e-01 1.358e-03 3.642e-03 5.367e-03 -1.000 1.540e-02 -6.372 -10.600 -11.004 -12.678 -13.078 -13.048 -13.048 -13.168 -13.203 -13.331
0.0152 0.01508 8.04003 5.1181921959 2.6146612167    4.675  4.470  3.4865 -0.465    8  0.885  0.332   833.77   292.78   180.89   138.93   115.00  2 -1.76e-05      0.58 6.161e-01 3.685e-01 1.337e-03 3.667e-03 5.366e-03 -1.000 1.540e-02 -6.406 -10.732 -11.154 -12.830 -13.228 -13.211 -13.223 -13.352 -13.393 -13.522
0.0152 0.01508 8.04003 5.1182093620 2.6146612167    4.661  4.477  3.4853 -0.477    8  0.885  0.326   861.36   299.31   184.73   141.94   117.49  2 -1.91e-05      0.65 6.161e-01 3.685e-01 1.310e-03 3.699e-03 5.366e-03 -1.000 1.541e-02 -6.422 -10.804 -11.235 -12.910 -13.308 -13.297 -13.318 -13.452 -13.496 -13.625
0.0152 0.01508 8.04003 5.1182303429 2.6146614552    4.643  4.480  3.4844 -0.486    8  0.886  0.317   880.73   303.77   187.34   144.00   119.20  2 -2.01e-05      0.69 6.161e-01 3.685e-01 1.276e-03 3.740e-03 5.365e-03 -1.000 1.541e-02 -6.431 -10.851 -11.288 -12.964 -13.361 -13.355 -13.381 -13.518 -13.564 -13.694
0.0152 0.01508 8.04003 5.1182560921 2.6146614552    4.622  4.483  3.4839 -0.493    8  0.886  0.303   897.38   307.49   189.51   145.71   120.62  2  -2.1e-05      0.73 6.161e-01 3.685e-01 1.234e-03 3.789e-03 5.365e-03 -1.000 1.542e-02 -6.439 -10.893 -11.337 -13.013 -13.410 -13.408 -13.439 -13.579 -13.627 -13.758
0.0152 0.01508 8.04003 5.1182560921 2.6146614552    4.621  4.678  3.4564 -0.797    8  0.886  0.309  2063.73   532.67   320.28   248.26   205.79  2  -0.00016      5.68 6.160e-01 3.685e-01 1.241e-03 3.790e-03 5.364e-03 -1.000 1.543e-02 -6.924 -12.637 -13.265 -14.243 -14.559 -14.875 -15.249 -15.656 -15.857 -16.049
0.0152 0.01508 8.04003 5.1182565689 2.6146614552    4.620  4.652  3.4600 -0.757    8  0.886  0.308  1842.66   495.43   298.86   231.41   191.79  2 -0.000122      4.56 6.160e-01 3.685e-01 1.241e-03 3.792e-03 5.364e-03 -1.000 1.543e-02 -6.860 -12.443 -13.047 -14.163 -14.493 -14.754 -15.069 -15.426 -15.600 -15.779
0.0152 0.01508 8.04003 5.1182579994 2.6146614552    4.619  4.598  3.4675 -0.674    8  0.886  0.308  1461.54   426.26   258.88   200.01   165.70  2 -7.01e-05      2.63 6.160e-01 3.685e-01 1.238e-03 3.794e-03 5.364e-03 -1.000 1.543e-02 -6.726 -11.994 -12.549 -13.932 -14.291 -14.448 -14.649 -14.911 -15.035 -15.191
0.0152 0.01508 8.04003 5.1182608604 2.6146614552    4.616  4.519  3.4785 -0.551    8  0.886  0.307  1044.72   340.96   209.16   161.07   133.37  2 -3.06e-05      1.10 6.160e-01 3.685e-01 1.233e-03 3.800e-03 5.364e-03 -1.000 1.543e-02 -6.527 -11.234 -11.718 -13.365 -13.756 -13.792 -13.863 -14.030 -14.096 -14.231
0.0152 0.01508 8.04003 5.1182656288 2.6146616936    4.612  4.407  3.4942 -0.376    8  0.886  0.305   660.90   248.65   154.71   118.60    98.12  2 -9.52e-06      0.31 6.160e-01 3.685e-01 1.225e-03 3.810e-03 5.364e-03 -1.000 1.543e-02 -6.246 -10.248 -10.593 -12.150 -12.540 -12.493 -12.474 -12.579 -12.605 -12.733
0.0152 0.01508 8.04003 5.1182727814 2.6146616936    4.605  4.442  3.4890 -0.433    8  0.886  0.302   765.39   275.48   170.61   130.99   108.40  2 -1.39e-05      0.45 6.160e-01 3.685e-01 1.213e-03 3.824e-03 5.364e-03 -1.000 1.544e-02 -6.336 -10.531 -10.926 -12.581 -12.979 -12.946 -12.943 -13.061 -13.095 -13.223
0.0152 0.01508 8.04003 5.1182823181 2.6146616936    4.595  4.467  3.4854 -0.473    8  0.887  0.297   848.62   295.78   182.59   140.34   116.16  2  -1.8e-05      0.62 6.160e-01 3.685e-01 1.196e-03 3.844e-03 5.363e-03 -1.000 1.544e-02 -6.397 -10.754 -11.180 -12.855 -13.253 -13.239 -13.256 -13.387 -13.430 -13.559
0.0152 0.01508 8.04003 5.1182956696 2.6146616936    4.582  4.479  3.4834 -0.494    8  0.887  0.292   898.48   307.49   189.48   145.73   120.63  2 -2.08e-05      0.73 6.160e-01 3.685e-01 1.174e-03 3.871e-03 5.363e-03 -1.000 1.544e-02 -6.428 -10.882 -11.325 -13.000 -13.397 -13.395 -13.426 -13.565 -13.614 -13.744
0.0152 0.01508 8.04003 5.1183128357 2.6146616936    4.566  4.485  3.4823 -0.506    8  0.887  0.285   925.67   313.69   193.11   148.59   123.00  2 -2.23e-05      0.78 6.160e-01 3.685e-01 1.144e-03 3.905e-03 5.362e-03 -1.000 1.545e-02 -6.442 -10.946 -11.398 -13.073 -13.469 -13.474 -13.511 -13.655 -13.707 -13.837
0.0152 0.01508 8.04003 5.1183338165 2.6146619320    4.546  4.487  3.4816 -0.513    8  0.887  0.275   943.37   317.59   195.38   150.39   124.49  2 -2.33e-05      0.82 6.160e-01 3.685e-01 1.107e-03 3.949e-03 5.362e-03 -1.000 1.545e-02 -6.448 -10.984 -11.441 -13.117 -13.512 -13.521 -13.563 -13.710 -13.763 -13.894
0.0152 0.01508 8.04003 5.1183600426 2.6146619320    4.522  4.489  3.4812 -0.519    8  0.888  0.260   956.84   320.41   197.01   151.69   125.57  2 -2.41e-05      0.85 6.160e-01 3.685e-01 1.062e-03 4.002e-03 5.361e-03 -1.000 1.546e-02 -6.453 -11.015 -11.477 -13.154 -13.549 -13.561 -13.607 -13.756 -13.811 -13.943
0.0152 0.01508 8.04003 5.1183600426 2.6146619320    4.520  4.683  3.4536 -0.823    8  0.888  0.267  2211.36   555.31   333.10   258.57   214.32  2 -0.000183      6.71 6.159e-01 3.686e-01 1.072e-03 4.003e-03 5.360e-03 -1.000 1.547e-02 -6.938 -12.704 -13.351 -14.244 -14.548 -14.903 -15.317 -15.761 -15.980 -16.181
0.0152 0.01508 8.04003 5.1183605194 2.6146619320    4.520  4.658  3.4572 -0.784    8  0.888  0.266  1975.52   516.85   311.03   241.19   199.88  2  -0.00014      5.26 6.159e-01 3.686e-01 1.071e-03 4.004e-03 5.360e-03 -1.000 1.547e-02 -6.874 -12.537 -13.155 -14.186 -14.507 -14.802 -15.153 -15.541 -15.733 -15.919
0.0152 0.01508 8.04003 5.1183619499 2.6146619320    4.518  4.604  3.4646 -0.701    8  0.888  0.266  1566.33   444.93   269.56   208.57   172.78  2 -8.05e-05      3.04 6.159e-01 3.686e-01 1.069e-03 4.007e-03 5.360e-03 -1.000 1.547e-02 -6.741 -12.118 -12.685 -13.999 -14.350 -14.534 -14.766 -15.052 -15.190 -15.351
0.0152 0.01508 8.04003 5.1183648109 2.6146621704    4.515  4.525  3.4757 -0.578    8  0.888  0.265  1118.33   356.05   217.89   168.04   139.13  2 -3.53e-05      1.33 6.159e-01 3.686e-01 1.064e-03 4.013e-03 5.360e-03 -1.000 1.547e-02 -6.543 -11.370 -11.869 -13.476 -13.860 -13.918 -14.013 -14.196 -14.272 -14.410
0.0152 0.01508 8.04003 5.1183700562 2.6146621704    4.510  4.412  3.4914 -0.402    8  0.888  0.263   704.28   259.33   160.97   123.57   102.23  2 -1.09e-05      0.37 6.159e-01 3.686e-01 1.056e-03 4.022e-03 5.360e-03 -1.000 1.548e-02 -6.261 -10.351 -10.717 -12.314 -12.707 -12.666 -12.654 -12.764 -12.793 -12.922
0.0152 0.01508 8.04003 5.1183772087 2.6146621704    4.502  4.448  3.4863 -0.459    8  0.888  0.260   815.81   287.17   177.43   136.42   112.89  2 -1.59e-05      0.54 6.159e-01 3.686e-01 1.044e-03 4.036e-03 5.360e-03 -1.000 1.548e-02 -6.349 -10.641 -11.054 -12.729 -13.128 -13.105 -13.113 -13.239 -13.277 -13.406
0.0152 0.01508 8.04003 5.1183872223 2.6146621704    4.491  4.472  3.4828 -0.498    8  0.888  0.256   903.27   307.91   189.64   145.97   120.81  2 -2.06e-05      0.74 6.159e-01 3.686e-01 1.028e-03 4.055e-03 5.359e-03 -1.000 1.548e-02 -6.409 -10.873 -11.317 -12.992 -13.388 -13.387 -13.419 -13.560 -13.608 -13.739
0.0152 0.01508 8.04003 5.1184010506 2.6146621704    4.477  4.483  3.4808 -0.519    8  0.888  0.250   954.68   319.64   196.52   151.37   125.28  2 -2.36e-05      0.84 6.159e-01 3.686e-01 1.006e-03 4.082e-03 5.359e-03 -1.000 1.548e-02 -6.439 -10.994 -11.454 -13.130 -13.525 -13.536 -13.581 -13.730 -13.784 -13.915
0.0152 0.01508 8.04003 5.1184186935 2.6146624088    4.458  4.488  3.4798 -0.530    8  0.889  0.243   981.63   325.59   199.99   154.11   127.55  2 -2.51e-05      0.90 6.159e-01 3.686e-01 9.772e-04 4.115e-03 5.358e-03 -1.000 1.549e-02 -6.451 -11.051 -11.519 -13.197 -13.591 -13.608 -13.659 -13.812 -13.869 -14.001
0.0152 0.01508 8.04003 5.1184406281 2.6146624088    4.435  4.490  3.4791 -0.537    8  0.889  0.234   998.14   329.09   202.02   155.72   128.89  2 -2.61e-05      0.94 6.159e-01 3.686e-01 9.409e-04 4.157e-03 5.357e-03 -1.000 1.549e-02 -6.455 -11.083 -11.555 -13.230 -13.623 -13.645 -13.700 -13.856 -13.915 -14.047
0.0152 0.01508 8.04003 5.1184673309 2.6146626472    4.407  4.491  3.4787 -0.542    8  0.890  0.218  1010.80   331.59   203.45   156.88   129.85  2 -2.68e-05      0.99 6.159e-01 3.686e-01 8.959e-04 4.209e-03 5.356e-03 -1.000 1.550e-02 -6.457 -11.110 -11.586 -13.252 -13.644 -13.670 -13.730 -13.890 -13.951 -14.084
0.0152 0.01508 8.04003 5.1184673309 2.6146626472    4.406  4.684  3.4511 -0.846    8  0.890  0.227  2344.75   574.83   344.07   267.48   221.68  1 -0.000203      7.56 6.158e-01 3.687e-01 9.106e-04 4.210e-03 5.356e-03 -1.000 1.552e-02 -6.941 -12.750 -13.414 -14.236 -14.532 -14.919 -15.365 -15.841 -16.074 -16.282
0.0152 0.01508 8.04003 5.1184678078 2.6146626472    4.406  4.659  3.4546 -0.807    8  0.890  0.227  2095.79   535.35   321.47   249.64   206.86  2 -0.000156      5.91 6.158e-01 3.687e-01 9.098e-04 4.211e-03 5.356e-03 -1.000 1.552e-02 -6.878 -12.601 -13.232 -14.192 -14.505 -14.830 -15.212 -15.628 -15.834 -16.027
0.0152 0.01508 8.04003 5.1184692383 2.6146626472    4.404  4.606  3.4621 -0.724    8  0.890  0.226  1661.07   461.03   278.71   215.96   178.89  2 -8.99e-05      3.53 6.158e-01 3.687e-01 9.078e-04 4.214e-03 5.356e-03 -1.000 1.552e-02 -6.746 -12.203 -12.782 -14.029 -14.372 -14.583 -14.843 -15.153 -15.304 -15.471
0.0152 0.01508 8.04003 5.1184725761 2.6146626472    4.400  4.527  3.4732 -0.601    8  0.890  0.225  1184.67   369.03   225.33   174.04   144.08  2 -3.95e-05      1.53 6.158e-01 3.687e-01 9.037e-04 4.218e-03 5.356e-03 -1.000 1.552e-02 -6.548 -11.477 -11.989 -13.562 -13.942 -14.018 -14.133 -14.329 -14.414 -14.555
0.0152 0.01508 8.04003 5.1184773445 2.6146626472    4.395  4.414  3.4891 -0.425    8  0.890  0.223   742.73   268.35   166.22   127.78   105.71  2 -1.22e-05      0.42 6.158e-01 3.687e-01 8.970e-04 4.227e-03 5.355e-03 -1.000 1.552e-02 -6.266 -10.425 -10.808 -12.440 -12.836 -12.800 -12.793 -12.908 -12.940 -13.068
0.0152 0.01508 8.04003 5.1184844971 2.6146626472    4.386  4.450  3.4839 -0.482    8  0.890  0.221   860.96   297.17   183.22   141.08   116.73  2 -1.78e-05      0.64 6.158e-01 3.687e-01 8.869e-04 4.239e-03 5.355e-03 -1.000 1.552e-02 -6.354 -10.738 -11.166 -12.840 -13.237 -13.226 -13.246 -13.380 -13.424 -13.554
0.0152 0.01508 8.04003 5.1184945107 2.6146626472    4.374  4.473  3.4804 -0.520    8  0.890  0.217   952.63   318.38   195.67   150.83   124.82  2 -2.28e-05      0.84 6.158e-01 3.687e-01 8.726e-04 4.256e-03 5.355e-03 -1.000 1.552e-02 -6.412 -10.964 -11.423 -13.099 -13.494 -13.504 -13.548 -13.697 -13.751 -13.882
0.0152 0.01508 8.04003 5.1185083389 2.6146626472    4.358  4.484  3.4785 -0.541    8  0.890  0.213  1005.76   330.21   202.60   156.27   129.33  2 -2.61e-05      0.97 6.158e-01 3.687e-01 8.534e-04 4.278e-03 5.354e-03 -1.000 1.553e-02 -6.441 -11.082 -11.555 -13.225 -13.618 -13.641 -13.699 -13.857 -13.917 -14.050
0.0152 0.01508 8.04003 5.1185259819 2.6146628857    4.338  4.489  3.4775 -0.551    8  0.890  0.206  1032.91   336.05   205.99   158.96   131.56  2 -2.77e-05      1.06 6.158e-01 3.687e-01 8.284e-04 4.308e-03 5.353e-03 -1.000 1.553e-02 -6.451 -11.140 -11.619 -13.273 -13.664 -13.696 -13.763 -13.927 -13.992 -14.126
0.0152 0.01508 8.04003 5.1185479164 2.6146628857    4.313  4.490  3.4769 -0.557    8  0.891  0.198  1048.65   339.27   207.86   160.46   132.79  2 -2.86e-05      1.11 6.158e-01 3.687e-01 7.966e-04 4.345e-03 5.352e-03 -1.000 1.553e-02 -6.454 -11.170 -11.652 -13.297 -13.687 -13.724 -13.796 -13.964 -14.031 -14.166
0.0152 0.01508 8.04003 5.1185750961 2.6146631241    4.283  4.490  3.4765 -0.562    8  0.891  0.183  1061.07   341.61   209.19   161.54   133.68  2 -2.93e-05      1.16 6.158e-01 3.687e-01 7.571e-04 4.390e-03 5.351e-03 -1.000 1.554e-02 -6.455 -11.193 -11.679 -13.316 -13.704 -13.745 -13.822 -13.993 -14.062 -14.197
0.0152 0.01508 8.04003 5.1185750961 2.6146631241    4.282  4.683  3.4486 -0.867    8  0.891  0.194  2472.90   592.93   354.19   275.75   228.50  1 -0.000222      8.45 6.157e-01 3.688e-01 7.770e-04 4.390e-03 5.351e-03 -1.000 1.556e-02 -6.938 -12.776 -13.456 -14.218 -14.503 -14.920 -15.397 -15.902 -16.148 -16.364
0.0152 0.01508 8.04003 5.1185755730 2.6146631241    4.281  4.658  3.4522 -0.828    8  0.891  0.193  2211.16   552.48   331.07   257.49   213.33  1 -0.000171      6.69 6.157e-01 3.688e-01 7.764e-04 4.391e-03 5.351e-03 -1.000 1.556e-02 -6.876 -12.638 -13.283 -14.180 -14.484 -14.838 -15.251 -15.695 -15.913 -16.114
0.0152 0.01508 8.04003 5.1185770035 2.6146631241    4.279  4.606  3.4597 -0.746    8  0.891  0.193  1751.17   475.80   287.04   222.76   184.49  2 -9.88e-05      4.05 6.157e-01 3.688e-01 7.748e-04 4.393e-03 5.351e-03 -1.000 1.556e-02 -6.744 -12.265 -12.855 -14.037 -14.373 -14.609 -14.897 -15.231 -15.394 -15.567
0.0152 0.01508 8.04003 5.1185803413 2.6146631241    4.275  4.527  3.4709 -0.623    8  0.891  0.192  1246.93   380.77   232.02   179.48   148.56  2 -4.36e-05      1.71 6.157e-01 3.688e-01 7.715e-04 4.397e-03 5.350e-03 -1.000 1.556e-02 -6.548 -11.564 -12.087 -13.632 -14.008 -14.099 -14.231 -14.440 -14.532 -14.675
0.0152 0.01508 8.04003 5.1185851097 2.6146631241    4.269  4.414  3.4870 -0.445    8  0.891  0.191   777.79   276.27   170.79   131.50   108.76  2 -1.34e-05      0.46 6.157e-01 3.688e-01 7.661e-04 4.404e-03 5.350e-03 -1.000 1.556e-02 -6.264 -10.484 -10.881 -12.546 -12.944 -12.913 -12.911 -13.030 -13.065 -13.193
0.0152 0.01508 8.04003 5.1185927391 2.6146631241    4.260  4.449  3.4818 -0.502    8  0.891  0.189   902.55   306.04   188.32   145.22   120.14  2 -1.95e-05      0.74 6.157e-01 3.688e-01 7.578e-04 4.414e-03 5.350e-03 -1.000 1.556e-02 -6.352 -10.818 -11.260 -12.935 -13.330 -13.330 -13.361 -13.502 -13.551 -13.681
0.0152 0.01508 8.04003 5.1186027527 2.6146631241    4.247  4.472  3.4783 -0.540    8  0.892  0.186   998.25   327.71   201.01   155.18   128.40  2  -2.5e-05      0.94 6.157e-01 3.688e-01 7.462e-04 4.428e-03 5.349e-03 -1.000 1.556e-02 -6.409 -11.039 -11.509 -13.184 -13.577 -13.598 -13.654 -13.810 -13.869 -14.001
0.0152 0.01508 8.04003 5.1186165810 2.6146633625    4.230  4.483  3.4764 -0.561    8  0.892  0.182  1053.37   339.72   208.02   160.70   132.98  2 -2.85e-05      1.13 6.157e-01 3.688e-01 7.306e-04 4.446e-03 5.349e-03 -1.000 1.557e-02 -6.437 -11.161 -11.643 -13.286 -13.675 -13.713 -13.787 -13.956 -14.024 -14.158
0.0152 0.01508 8.04003 5.1186347008 2.6146633625    4.208  4.487  3.4754 -0.571    8  0.892  0.177  1081.43   345.62   211.45   163.42   135.22  2 -3.02e-05      1.22 6.157e-01 3.688e-01 7.101e-04 4.470e-03 5.348e-03 -1.000 1.557e-02 -6.447 -11.217 -11.705 -13.332 -13.719 -13.765 -13.848 -14.024 -14.095 -14.231
0.0152 0.01508 8.04003 5.1186571121 2.6146636009    4.180  4.487  3.4747 -0.577    8  0.892  0.171  1097.83   348.91   213.34   164.95   136.48  2 -3.12e-05      1.27 6.156e-01 3.688e-01 6.840e-04 4.500e-03 5.347e-03 -1.000 1.557e-02 -6.449 -11.245 -11.736 -13.355 -13.740 -13.792 -13.880 -14.058 -14.132 -14.269
0.0152 0.01508 8.04003 5.1186842918 2.6146636009    4.148  4.487  3.4741 -0.583    8  0.893  0.157  1112.82   351.70   214.93   166.24   137.55  2 -3.19e-05      1.32 6.156e-01 3.688e-01 6.514e-04 4.537e-03 5.346e-03 -1.000 1.558e-02 -6.448 -11.267 -11.762 -13.373 -13.757 -13.812 -13.905 -14.086 -14.162 -14.300
0.0152 0.01508 8.04003 5.1186842918 2.6146636009    4.147  4.680  3.4460 -0.889    8  0.893  0.169  2604.75   611.13   364.30   284.09   235.37  1 -0.000241      9.36 6.155e-01 3.689e-01 6.770e-04 4.538e-03 5.345e-03 -1.000 1.560e-02 -6.931 -12.788 -13.485 -14.190 -14.467 -14.913 -15.419 -15.952 -16.210 -16.433
0.0152 0.01508 8.04003 5.1186847687 2.6146636009    4.146  4.656  3.4496 -0.850    8  0.893  0.169  2329.92   569.69   340.67   265.39   219.84  1 -0.000186      7.42 6.155e-01 3.689e-01 6.766e-04 4.538e-03 5.345e-03 -1.000 1.560e-02 -6.869 -12.666 -13.325 -14.163 -14.459 -14.841 -15.281 -15.752 -15.983 -16.190
0.0152 0.01508 8.04003 5.1186861992 2.6146636009    4.144  4.603  3.4572 -0.767    8  0.893  0.168  1844.02   490.67   295.39   229.61   190.14  2 -0.000108      4.55 6.155e-01 3.689e-01 6.754e-04 4.540e-03 5.345e-03 -1.000 1.560e-02 -6.738 -12.314 -12.914 -14.036 -14.366 -14.626 -14.939 -15.296 -15.471 -15.649
0.0152 0.01508 8.04003 5.1186895370 2.6146636009    4.140  4.525  3.4685 -0.644    8  0.893  0.168  1311.20   392.62   238.75   184.98   153.09  2 -4.77e-05      1.98 6.155e-01 3.689e-01 6.729e-04 4.543e-03 5.345e-03 -1.000 1.560e-02 -6.542 -11.638 -12.168 -13.668 -14.038 -14.149 -14.301 -14.526 -14.628 -14.774
0.0152 0.01508 8.04003 5.1186943054 2.6146636009    4.133  4.411  3.4848 -0.466    8  0.893  0.167   813.99   284.30   175.40   135.26   111.86  2 -1.46e-05      0.54 6.155e-01 3.689e-01 6.689e-04 4.548e-03 5.345e-03 -1.000 1.561e-02 -6.258 -10.550 -10.959 -12.633 -13.031 -13.008 -13.014 -13.139 -13.178 -13.306
0.0152 0.01508 8.04003 5.1187014580 2.6146636009    4.123  4.446  3.4795 -0.523    8  0.893  0.165   945.78   315.09   193.49   149.45   123.62  2 -2.13e-05      0.83 6.155e-01 3.689e-01 6.627e-04 4.555e-03 5.344e-03 -1.000 1.561e-02 -6.346 -10.888 -11.342 -13.018 -13.412 -13.421 -13.462 -13.610 -13.664 -13.794
0.0152 0.01508 8.04003 5.1187119484 2.6146638393    4.109  4.469  3.4760 -0.561    8  0.893  0.163  1046.00   337.30   206.48   159.66   132.08  2 -2.72e-05      1.10 6.155e-01 3.689e-01 6.540e-04 4.566e-03 5.344e-03 -1.000 1.561e-02 -6.402 -11.112 -11.592 -13.239 -13.628 -13.664 -13.735 -13.902 -13.969 -14.103
0.0152 0.01508 8.04003 5.1187257767 2.6146638393    4.091  4.479  3.4740 -0.582    8  0.893  0.160  1103.77   349.62   213.65   165.33   136.78  2 -3.09e-05      1.28 6.155e-01 3.689e-01 6.422e-04 4.580e-03 5.343e-03 -1.000 1.561e-02 -6.429 -11.233 -11.724 -13.341 -13.725 -13.778 -13.867 -14.047 -14.121 -14.258
0.0152 0.01508 8.04003 5.1187434196 2.6146638393    4.067  4.483  3.4729 -0.592    8  0.894  0.156  1133.73   355.80   217.23   168.17   139.13  2 -3.28e-05      1.37 6.155e-01 3.689e-01 6.266e-04 4.598e-03 5.343e-03 -1.000 1.561e-02 -6.438 -11.288 -11.785 -13.387 -13.769 -13.830 -13.928 -14.114 -14.192 -14.330
0.0152 0.01508 8.04003 5.1187658310 2.6146640778    4.037  4.483  3.4721 -0.599    8  0.894  0.151  1152.30   359.47   219.33   169.87   140.53  2 -3.38e-05      1.42 6.155e-01 3.689e-01 6.067e-04 4.621e-03 5.342e-03 -1.000 1.561e-02 -6.439 -11.316 -11.817 -13.410 -13.791 -13.856 -13.959 -14.148 -14.229 -14.367
0.0152 0.01508 8.04003 5.1187930107 2.6146640778    4.001  4.483  3.4714 -0.605    8  0.894  0.140  1169.82   362.70   221.17   171.37   141.77  2 -3.46e-05      1.47 6.155e-01 3.689e-01 5.816e-04 4.649e-03 5.340e-03 -1.000 1.562e-02 -6.437 -11.338 -11.841 -13.427 -13.807 -13.876 -13.984 -14.176 -14.259 -14.398
0.0152 0.01508 8.04003 5.1187930107 2.6146640778    4.001  4.676  3.4431 -0.911    8  0.894  0.153  2749.10   630.80   375.19   293.10   242.79  1 -0.000261     10.35 6.154e-01 3.690e-01 6.135e-04 4.649e-03 5.340e-03 -1.000 1.565e-02 -6.919 -12.790 -13.505 -14.156 -14.422 -14.897 -15.433 -15.996 -16.266 -16.496
0.0152 0.01508 8.04003 5.1187934875 2.6146640778    4.000  4.651  3.4466 -0.873    8  0.895  0.153  2460.95   588.44   351.09   273.99   226.93  1 -0.000202      8.22 6.154e-01 3.690e-01 6.132e-04 4.650e-03 5.340e-03 -1.000 1.565e-02 -6.859 -12.683 -13.356 -14.137 -14.424 -14.834 -15.302 -15.801 -16.044 -16.259
0.0152 0.01508 8.04003 5.1187949181 2.6146640778    3.998  4.599  3.4542 -0.791    8  0.895  0.153  1948.02   507.13   304.60   237.20   196.38  1 -0.000117      5.04 6.154e-01 3.690e-01 6.124e-04 4.651e-03 5.340e-03 -1.000 1.565e-02 -6.728 -12.358 -12.967 -14.031 -14.353 -14.638 -14.977 -15.355 -15.542 -15.727
0.0152 0.01508 8.04003 5.1187982559 2.6146640778    3.994  4.521  3.4655 -0.668    8  0.895  0.152  1384.68   406.05   246.34   191.21   158.21  2 -5.21e-05      2.27 6.154e-01 3.690e-01 6.107e-04 4.653e-03 5.340e-03 -1.000 1.565e-02 -6.533 -11.707 -12.245 -13.695 -14.059 -14.189 -14.363 -14.605 -14.717 -14.868
0.0152 0.01508 8.04003 5.1188030243 2.6146643162    3.986  4.407  3.4820 -0.489    8  0.895  0.152   856.65   293.73   180.80   139.68   115.49  2 -1.59e-05      0.63 6.154e-01 3.690e-01 6.080e-04 4.656e-03 5.340e-03 -1.000 1.565e-02 -6.248 -10.621 -11.042 -12.715 -13.111 -13.097 -13.114 -13.247 -13.290 -13.419
