# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F560Wmag  F770Wmag  F1000Wmag  F1130Wmag  F1280Wmag  F1500Wmag  F1800Wmag  F2100Wmag  F2550Wmag
0.0152 0.01508 8.04003 5.1188101768 2.6146643162    3.975  4.442  3.4766 -0.546    8  0.895  0.151   996.57   325.68   199.53   154.40   127.68  2 -2.32e-05      0.92 6.154e-01 3.690e-01 6.038e-04 4.662e-03 5.339e-03 -1.000 1.565e-02 -6.336 -10.954 -11.418 -13.097 -13.489 -13.508 -13.560 -13.715 -13.774 -13.905
0.0152 0.01508 8.04003 5.1188206673 2.6146643162    3.959  4.464  3.4730 -0.585    8  0.895  0.149  1102.26   348.56   212.88   164.91   136.40  2 -2.96e-05      1.26 6.154e-01 3.690e-01 5.979e-04 4.669e-03 5.339e-03 -1.000 1.565e-02 -6.391 -11.185 -11.673 -13.294 -13.679 -13.729 -13.815 -13.993 -14.067 -14.203
0.0152 0.01508 8.04003 5.1188344955 2.6146643162    3.939  4.475  3.4710 -0.605    8  0.895  0.147  1163.19   361.26   220.25   170.75   141.23  2 -3.36e-05      1.44 6.154e-01 3.690e-01 5.898e-04 4.679e-03 5.338e-03 -1.000 1.565e-02 -6.416 -11.305 -11.805 -13.396 -13.776 -13.843 -13.947 -14.138 -14.219 -14.358
0.0152 0.01508 8.04003 5.1188521385 2.6146645546    3.912  4.478  3.4699 -0.616    8  0.895  0.145  1194.96   367.66   223.94   173.70   143.67  2 -3.56e-05      1.53 6.154e-01 3.690e-01 5.790e-04 4.691e-03 5.338e-03 -1.000 1.566e-02 -6.425 -11.357 -11.864 -13.440 -13.818 -13.893 -14.006 -14.203 -14.288 -14.429
0.0152 0.01508 8.04003 5.1188745499 2.6146645546    3.879  4.478  3.4691 -0.623    8  0.896  0.141  1214.57   371.46   226.11   175.46   145.12  2 -3.67e-05      1.59 6.154e-01 3.690e-01 5.651e-04 4.707e-03 5.337e-03 -1.000 1.566e-02 -6.425 -11.383 -11.892 -13.460 -13.837 -13.917 -14.035 -14.236 -14.323 -14.464
0.0152 0.01508 8.04003 5.1189017296 2.6146647930    3.839  4.477  3.4685 -0.629    8  0.896  0.132  1231.63   374.51   227.83   176.89   146.29  2 -3.76e-05      1.63 6.154e-01 3.690e-01 5.473e-04 4.726e-03 5.336e-03 -1.000 1.566e-02 -6.422 -11.402 -11.914 -13.475 -13.851 -13.935 -14.058 -14.261 -14.351 -14.493
0.0152 0.01508 8.04003 5.1189017296 2.6146647930    3.839  4.670  3.4399 -0.936    8  0.896  0.146  2910.10   652.47   387.13   303.03   250.96  1 -0.000283     11.50 6.152e-01 3.691e-01 5.855e-04 4.726e-03 5.336e-03 -1.000 1.570e-02 -6.904 -12.782 -13.517 -14.112 -14.367 -14.874 -15.441 -16.035 -16.319 -16.557
0.0152 0.01508 8.04003 5.1189022064 2.6146647930    3.838  4.646  3.4435 -0.898    8  0.896  0.146  2606.45   609.00   362.46   283.44   234.69  1  -0.00022      9.19 6.152e-01 3.691e-01 5.853e-04 4.726e-03 5.336e-03 -1.000 1.570e-02 -6.844 -12.687 -13.378 -14.100 -14.378 -14.817 -15.317 -15.846 -16.102 -16.324
0.0152 0.01508 8.04003 5.1189036369 2.6146647930    3.835  4.594  3.4510 -0.816    8  0.896  0.146  2062.67   525.03   314.57   245.46   203.17  1 -0.000128      5.56 6.152e-01 3.691e-01 5.849e-04 4.727e-03 5.336e-03 -1.000 1.570e-02 -6.714 -12.399 -13.018 -14.022 -14.337 -14.646 -15.012 -15.414 -15.614 -15.804
0.0152 0.01508 8.04003 5.1189069748 2.6146647930    3.830  4.516  3.4624 -0.693    8  0.896  0.146  1464.84   420.49   254.46   197.91   163.73  2 -5.71e-05      2.58 6.152e-01 3.691e-01 5.839e-04 4.728e-03 5.335e-03 -1.000 1.570e-02 -6.520 -11.775 -12.321 -13.721 -14.078 -14.229 -14.425 -14.684 -14.807 -14.962
0.0152 0.01508 8.04003 5.1189117432 2.6146647930    3.822  4.402  3.4790 -0.513    8  0.896  0.146   902.42   303.73   186.50   144.37   119.34  2 -1.74e-05      0.72 6.152e-01 3.691e-01 5.823e-04 4.730e-03 5.335e-03 -1.000 1.570e-02 -6.234 -10.689 -11.122 -12.795 -13.189 -13.186 -13.214 -13.353 -13.402 -13.531
0.0152 0.01508 8.04003 5.1189188957 2.6146647930    3.810  4.437  3.4736 -0.571    8  0.896  0.145  1051.25   336.93   205.91   159.66   132.01  2 -2.54e-05      1.08 6.152e-01 3.691e-01 5.799e-04 4.733e-03 5.335e-03 -1.000 1.570e-02 -6.321 -11.027 -11.501 -13.152 -13.540 -13.574 -13.642 -13.808 -13.874 -14.008
0.0152 0.01508 8.04003 5.1189293861 2.6146647930    3.793  4.458  3.4700 -0.609    8  0.897  0.144  1162.86   360.53   219.64   170.51   140.99  2 -3.23e-05      1.43 6.152e-01 3.691e-01 5.763e-04 4.738e-03 5.335e-03 -1.000 1.570e-02 -6.376 -11.258 -11.756 -13.349 -13.729 -13.794 -13.897 -14.087 -14.168 -14.306
0.0152 0.01508 8.04003 5.1189432144 2.6146647930    3.771  4.468  3.4680 -0.630    8  0.897  0.143  1227.30   373.65   227.24   176.54   145.99  2 -3.67e-05      1.61 6.152e-01 3.691e-01 5.714e-04 4.743e-03 5.335e-03 -1.000 1.570e-02 -6.401 -11.371 -11.881 -13.446 -13.822 -13.903 -14.024 -14.226 -14.315 -14.457
0.0152 0.01508 8.04003 5.1189608574 2.6146650314    3.742  4.471  3.4668 -0.641    8  0.897  0.141  1261.36   380.37   231.10   179.64   148.54  2 -3.89e-05      1.70 6.152e-01 3.691e-01 5.648e-04 4.751e-03 5.334e-03 -1.000 1.570e-02 -6.408 -11.423 -11.938 -13.489 -13.863 -13.953 -14.082 -14.291 -14.384 -14.526
0.0152 0.01508 8.04003 5.1189832687 2.6146650314    3.706  4.471  3.4660 -0.648    8  0.897  0.139  1282.94   384.48   233.43   181.54   150.11  2 -4.01e-05      1.77 6.152e-01 3.691e-01 5.560e-04 4.761e-03 5.334e-03 -1.000 1.570e-02 -6.408 -11.448 -11.967 -13.507 -13.879 -13.974 -14.110 -14.323 -14.419 -14.562
0.0152 0.01508 8.04003 5.1190104485 2.6146652699    3.664  4.470  3.4653 -0.655    8  0.898  0.131  1301.82   387.82   235.31   183.10   151.39  2 -4.11e-05      1.86 6.152e-01 3.691e-01 5.445e-04 4.772e-03 5.333e-03 -1.000 1.570e-02 -6.404 -11.468 -11.988 -13.514 -13.884 -13.985 -14.127 -14.345 -14.444 -14.588
0.0152 0.01508 8.04003 5.1190104485 2.6146652699    3.663  4.662  3.4365 -0.962    8  0.898  0.147  3091.17   676.53   400.33   314.08   260.04  1 -0.000309     13.08 6.151e-01 3.692e-01 5.893e-04 4.771e-03 5.333e-03 -1.000 1.575e-02 -6.885 -12.753 -13.515 -14.052 -14.294 -14.836 -15.437 -16.068 -16.366 -16.614
0.0152 0.01508 8.04003 5.1190109253 2.6146652699    3.662  4.638  3.4400 -0.925    8  0.898  0.147  2770.22   631.83   375.03   293.93   243.32  1 -0.000241     10.30 6.151e-01 3.692e-01 5.892e-04 4.772e-03 5.333e-03 -1.000 1.575e-02 -6.826 -12.685 -13.397 -14.057 -14.323 -14.796 -15.329 -15.891 -16.161 -16.392
0.0152 0.01508 8.04003 5.1190123558 2.6146652699    3.659  4.587  3.4476 -0.843    8  0.898  0.147  2191.79   544.93   325.60   254.65   210.72  1 -0.000141      6.32 6.151e-01 3.692e-01 5.890e-04 4.772e-03 5.333e-03 -1.000 1.575e-02 -6.697 -12.424 -13.057 -13.995 -14.301 -14.640 -15.037 -15.468 -15.681 -15.879
0.0152 0.01508 8.04003 5.1190156937 2.6146652699    3.654  4.509  3.4590 -0.720    8  0.898  0.147  1555.27   436.58   263.47   205.39   169.87  1 -6.29e-05      2.91 6.151e-01 3.692e-01 5.886e-04 4.772e-03 5.333e-03 -1.000 1.575e-02 -6.503 -11.843 -12.398 -13.743 -14.093 -14.267 -14.487 -14.765 -14.899 -15.059
0.0152 0.01508 8.04003 5.1190204620 2.6146652699    3.645  4.395  3.4758 -0.540    8  0.898  0.147   954.24   314.93   192.86   149.64   123.66  2 -1.92e-05      0.82 6.151e-01 3.692e-01 5.880e-04 4.773e-03 5.332e-03 -1.000 1.575e-02 -6.217 -10.756 -11.200 -12.876 -13.269 -13.276 -13.315 -13.462 -13.516 -13.646
0.0152 0.01508 8.04003 5.1190276146 2.6146652699    3.632  4.430  3.4703 -0.598    8  0.898  0.147  1113.46   349.59   213.07   165.59   136.87  2  -2.8e-05      1.27 6.151e-01 3.692e-01 5.869e-04 4.775e-03 5.332e-03 -1.000 1.575e-02 -6.304 -11.107 -11.591 -13.212 -13.595 -13.645 -13.731 -13.910 -13.984 -14.120
0.0152 0.01508 8.04003 5.1190376282 2.6146652699    3.614  4.451  3.4666 -0.637    8  0.898  0.146  1232.29   374.10   227.28   176.85   146.20  2 -3.56e-05      1.61 6.151e-01 3.692e-01 5.853e-04 4.776e-03 5.332e-03 -1.000 1.575e-02 -6.358 -11.329 -11.837 -13.403 -13.778 -13.859 -13.979 -14.182 -14.271 -14.412
0.0152 0.01508 8.04003 5.1190514565 2.6146655083    3.589  4.461  3.4646 -0.658    8  0.898  0.146  1301.44   387.84   235.21   183.16   151.42  2 -4.04e-05      1.84 6.151e-01 3.692e-01 5.831e-04 4.779e-03 5.332e-03 -1.000 1.575e-02 -6.382 -11.442 -11.961 -13.490 -13.860 -13.960 -14.100 -14.317 -14.415 -14.560
0.0152 0.01508 8.04003 5.1190690994 2.6146655083    3.558  4.464  3.4634 -0.669    8  0.899  0.145  1339.12   395.10   239.37   186.51   154.18  2 -4.29e-05      2.01 6.151e-01 3.692e-01 5.798e-04 4.782e-03 5.332e-03 -1.000 1.575e-02 -6.389 -11.493 -12.017 -13.518 -13.885 -13.996 -14.148 -14.375 -14.479 -14.625
0.0152 0.01508 8.04003 5.1190910339 2.6146655083    3.519  4.463  3.4624 -0.677    8  0.899  0.144  1364.32   399.80   242.03   188.69   155.98  1 -4.44e-05      2.11 6.151e-01 3.692e-01 5.753e-04 4.786e-03 5.332e-03 -1.000 1.575e-02 -6.388 -11.520 -12.047 -13.530 -13.895 -14.013 -14.173 -14.406 -14.513 -14.662
0.0152 0.01508 8.04003 5.1191182137 2.6146657467    3.473  4.461  3.4615 -0.685    8  0.899  0.137  1387.87   403.95   244.35   190.63   157.57  1 -4.56e-05      2.21 6.151e-01 3.692e-01 5.691e-04 4.792e-03 5.331e-03 -1.000 1.574e-02 -6.384 -11.542 -12.072 -13.539 -13.901 -14.026 -14.193 -14.431 -14.542 -14.692
0.0152 0.01508 8.04003 5.1191182137 2.6146657467    3.472  4.654  3.4326 -0.993    8  0.899  0.155  3308.75   704.96   415.88   327.12   270.75  1 -0.000343     14.99 6.149e-01 3.693e-01 6.201e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.865 -12.715 -13.510 -13.983 -14.207 -14.790 -15.430 -16.105 -16.418 -16.677
0.0152 0.01508 8.04003 5.1191186905 2.6146657467    3.471  4.630  3.4361 -0.955    8  0.899  0.155  2967.23   658.83   389.85   306.34   253.51  1 -0.000268     11.72 6.149e-01 3.693e-01 6.200e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.806 -12.673 -13.411 -14.001 -14.254 -14.766 -15.338 -15.939 -16.225 -16.466
0.0152 0.01508 8.04003 5.1191201210 2.6146657467    3.468  4.579  3.4437 -0.874    8  0.899  0.155  2348.00   568.59   338.68   265.56   219.69  1 -0.000157      7.25 6.149e-01 3.693e-01 6.198e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.678 -12.445 -13.096 -13.960 -14.256 -14.630 -15.061 -15.528 -15.757 -15.964
0.0152 0.01508 8.04003 5.1191229820 2.6146657467    3.462  4.502  3.4551 -0.752    8  0.899  0.155  1665.64   455.88   274.25   214.35   177.23  1 -7.04e-05      3.35 6.149e-01 3.693e-01 6.195e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.485 -11.909 -12.475 -13.756 -14.098 -14.299 -14.547 -14.849 -14.997 -15.163
0.0152 0.01508 8.04003 5.1191282272 2.6146657467    3.452  4.387  3.4720 -0.571    8  0.900  0.155  1018.57   328.64   200.62   156.07   128.93  2 -2.15e-05      0.94 6.149e-01 3.693e-01 6.190e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.199 -10.836 -11.295 -12.971 -13.361 -13.381 -13.434 -13.590 -13.651 -13.782
0.0152 0.01508 8.04003 5.1191353798 2.6146657467    3.437  4.422  3.4664 -0.630    8  0.900  0.155  1191.44   365.22   221.87   172.90   142.87  2 -3.14e-05      1.48 6.149e-01 3.693e-01 6.183e-04 4.791e-03 5.331e-03 -1.000 1.580e-02 -6.285 -11.194 -11.690 -13.278 -13.655 -13.724 -13.830 -14.024 -14.108 -14.247
0.0152 0.01508 8.04003 5.1191453934 2.6146659851    3.416  4.443  3.4627 -0.669    8  0.900  0.154  1320.83   391.12   236.85   184.79   152.72  1    -4e-05      1.90 6.149e-01 3.693e-01 6.174e-04 4.792e-03 5.331e-03 -1.000 1.580e-02 -6.338 -11.415 -11.934 -13.454 -13.822 -13.926 -14.070 -14.291 -14.391 -14.537
0.0152 0.01508 8.04003 5.1191587448 2.6146659851    3.388  4.453  3.4605 -0.691    8  0.900  0.154  1398.14   406.01   245.41   191.64   158.37  1 -4.55e-05      2.24 6.149e-01 3.693e-01 6.161e-04 4.792e-03 5.331e-03 -1.000 1.580e-02 -6.362 -11.529 -12.058 -13.521 -13.883 -14.009 -14.178 -14.418 -14.530 -14.680
0.0152 0.01508 8.04003 5.1191763878 2.6146659851    3.353  4.456  3.4591 -0.704    8  0.900  0.154  1443.24   414.44   250.21   195.52   161.58  1 -4.86e-05      2.42 6.149e-01 3.693e-01 6.147e-04 4.793e-03 5.331e-03 -1.000 1.580e-02 -6.369 -11.583 -12.118 -13.550 -13.908 -14.047 -14.230 -14.480 -14.599 -14.751
0.0152 0.01508 8.04003 5.1191983223 2.6146662235    3.309  4.455  3.4580 -0.714    8  0.901  0.153  1476.55   420.50   253.63   198.33   163.89  1 -5.07e-05      2.55 6.149e-01 3.693e-01 6.132e-04 4.794e-03 5.331e-03 -1.000 1.579e-02 -6.368 -11.614 -12.153 -13.562 -13.918 -14.066 -14.259 -14.517 -14.639 -14.794
0.0152 0.01508 8.04003 5.1192250252 2.6146662235    3.257  4.454  3.4567 -0.724    8  0.901  0.147  1511.04   426.52   257.00   201.13   166.19  1 -5.27e-05      2.68 6.149e-01 3.693e-01 6.116e-04 4.796e-03 5.331e-03 -1.000 1.579e-02 -6.364 -11.641 -12.184 -13.572 -13.925 -14.082 -14.284 -14.550 -14.677 -14.834
0.0152 0.01508 8.04003 5.1192250252 2.6146662235    3.256  4.646  3.4279 -1.032    8  0.901  0.165  3617.18   744.05   437.25   345.01   285.46  0 -0.000395     17.56 6.148e-01 3.694e-01 6.596e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.845 -12.675 -13.516 -13.902 -14.104 -14.741 -15.434 -16.165 -16.500 -16.773
0.0152 0.01508 8.04003 5.1192255020 2.6146662235    3.255  4.623  3.4313 -0.995    8  0.901  0.165  3246.40   695.92   410.19   323.34   267.49  0  -0.00031     14.29 6.148e-01 3.694e-01 6.595e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.786 -12.633 -13.415 -13.917 -14.147 -14.714 -15.339 -15.998 -16.307 -16.562
0.0152 0.01508 8.04003 5.1192269325 2.6146662235    3.251  4.572  3.4389 -0.914    8  0.901  0.165  2569.85   601.18   356.68   280.57   232.02  1 -0.000182      8.67 6.148e-01 3.694e-01 6.593e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.659 -12.470 -13.148 -13.913 -14.194 -14.617 -15.097 -15.611 -15.862 -16.081
0.0152 0.01508 8.04003 5.1192297935 2.6146662235    3.243  4.495  3.4502 -0.793    8  0.901  0.165  1823.36   482.64   289.18   226.76   187.42  1 -8.22e-05      4.20 6.148e-01 3.694e-01 6.590e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.467 -11.985 -12.567 -13.746 -14.077 -14.319 -14.611 -14.953 -15.121 -15.296
0.0152 0.01508 8.04003 5.1192345619 2.6146662235    3.231  4.380  3.4671 -0.613    8  0.901  0.165  1112.05   348.01   211.59   165.14   136.38  1 -2.51e-05      1.23 6.148e-01 3.694e-01 6.585e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.180 -10.965 -11.440 -13.070 -13.451 -13.497 -13.577 -13.753 -13.826 -13.961
0.0152 0.01508 8.04003 5.1192421913 2.6146664619    3.212  4.415  3.4613 -0.673    8  0.901  0.165  1306.01   387.50   234.43   183.30   151.40  1 -3.69e-05      1.81 6.148e-01 3.694e-01 6.579e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.267 -11.319 -11.832 -13.371 -13.740 -13.836 -13.972 -14.187 -14.285 -14.429
0.0152 0.01508 8.04003 5.1192522049 2.6146664619    3.186  4.436  3.4574 -0.713    8  0.901  0.164  1453.34   415.81   250.72   196.29   162.16  1 -4.73e-05      2.44 6.148e-01 3.694e-01 6.573e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.320 -11.536 -12.069 -13.499 -13.856 -13.997 -14.181 -14.433 -14.552 -14.705
0.0152 0.01508 8.04003 5.1192655563 2.6146664619    3.152  4.446  3.4550 -0.737    8  0.902  0.164  1546.06   432.92   260.49   204.15   168.65  1 -5.43e-05      2.81 6.148e-01 3.694e-01 6.570e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.344 -11.649 -12.195 -13.564 -13.914 -14.080 -14.290 -14.563 -14.695 -14.853
0.0152 0.01508 8.04003 5.1192827225 2.6146664619    3.108  4.448  3.4534 -0.752    8  0.902  0.164  1606.60   443.74   266.62   209.14   172.76  1 -5.88e-05      3.03 6.148e-01 3.694e-01 6.574e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.351 -11.710 -12.263 -13.595 -13.941 -14.122 -14.349 -14.635 -14.774 -14.936
0.0152 0.01508 8.04003 5.1193046570 2.6146667004    3.055  4.448  3.4518 -0.766    8  0.902  0.165  1657.74   452.65   271.63   213.26   176.16  1 -6.23e-05      3.21 6.148e-01 3.694e-01 6.591e-04 4.795e-03 5.330e-03 -1.000 1.584e-02 -6.350 -11.752 -12.310 -13.613 -13.956 -14.149 -14.389 -14.686 -14.831 -14.995
0.0152 0.01508 8.04003 5.1193313599 2.6146667004    2.990  4.447  3.4501 -0.781    8  0.903  0.160  1714.74   462.28   277.01   217.73   179.82  1 -6.62e-05      3.54 6.148e-01 3.694e-01 6.630e-04 4.795e-03 5.330e-03 -1.000 1.585e-02 -6.347 -11.784 -12.349 -13.613 -13.951 -14.161 -14.418 -14.729 -14.882 -15.050
0.0152 0.01508 8.04003 5.1193313599 2.6146667004    2.990  4.639  3.4212 -1.088    8  0.903  0.174  4129.63   805.95   471.02   373.26   308.70  0 -0.000495     22.40 6.147e-01 3.694e-01 6.946e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.826 -12.612 -13.535 -13.783 -13.940 -14.669 -15.448 -16.275 -16.641 -16.937
0.0152 0.01508 8.04003 5.1193318367 2.6146667004    2.987  4.616  3.4246 -1.052    8  0.903  0.174  3710.79   754.71   442.37   350.23   289.60  0  -0.00039     18.24 6.147e-01 3.694e-01 6.945e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.769 -12.594 -13.449 -13.815 -14.011 -14.663 -15.369 -16.116 -16.456 -16.733
0.0152 0.01508 8.04003 5.1193332672 2.6146667004    2.982  4.565  3.4320 -0.972    8  0.903  0.174  2941.78   653.24   385.37   304.47   251.68  0 -0.000231     11.35 6.147e-01 3.694e-01 6.944e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.642 -12.489 -13.218 -13.835 -14.091 -14.592 -15.151 -15.743 -16.026 -16.265
0.0152 0.01508 8.04003 5.1193361282 2.6146667004    2.970  4.488  3.4432 -0.853    8  0.903  0.174  2091.38   525.99   313.32   246.79   203.88  1 -0.000105      5.51 6.147e-01 3.694e-01 6.943e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.451 -12.104 -12.716 -13.740 -14.053 -14.358 -14.718 -15.120 -15.319 -15.510
0.0152 0.01508 8.04003 5.1193408966 2.6146669388    2.951  4.374  3.4599 -0.674    8  0.903  0.174  1274.50   380.18   229.76   180.15   148.71  1 -3.23e-05      1.67 6.147e-01 3.694e-01 6.942e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.164 -11.166 -11.667 -13.230 -13.601 -13.685 -13.809 -14.016 -14.109 -14.250
0.0152 0.01508 8.04003 5.1193480492 2.6146669388    2.923  4.409  3.4537 -0.738    8  0.903  0.174  1511.84   425.62   255.86   201.03   165.97  1 -4.81e-05      2.64 6.147e-01 3.694e-01 6.942e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.251 -11.511 -12.047 -13.448 -13.800 -13.954 -14.151 -14.415 -14.541 -14.697
0.0152 0.01508 8.04003 5.1193580627 2.6146669388    2.884  4.430  3.4492 -0.783    8  0.903  0.174  1702.43   459.87   275.41   216.74   178.96  1 -6.29e-05      3.42 6.147e-01 3.694e-01 6.948e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.304 -11.724 -12.285 -13.565 -13.905 -14.108 -14.359 -14.665 -14.815 -14.983
0.0152 0.01508 8.04003 5.1193714142 2.6146669388    2.832  4.439  3.4460 -0.813    8  0.903  0.174  1839.02   483.29   288.67   227.49   187.83  1  -7.4e-05      4.18 6.147e-01 3.694e-01 6.965e-04 4.794e-03 5.330e-03 -1.000 1.588e-02 -6.328 -11.831 -12.409 -13.597 -13.926 -14.167 -14.457 -14.798 -14.967 -15.142
0.0152 0.01508 8.04003 5.1193885803 2.6146671772    2.767  4.442  3.4434 -0.836    8  0.903  0.175  1948.07   501.30   298.78   235.79   194.67  1 -8.29e-05      4.74 6.147e-01 3.694e-01 7.001e-04 4.794e-03 5.330e-03 -1.000 1.589e-02 -6.335 -11.897 -12.488 -13.609 -13.932 -14.199 -14.518 -14.885 -15.066 -15.249
0.0152 0.01508 8.04003 5.1194100380 2.6146671772    2.688  4.442  3.4408 -0.859    8  0.904  0.177  2057.16   518.80   308.53   243.86   201.31  1 -9.18e-05      5.26 6.147e-01 3.695e-01 7.070e-04 4.794e-03 5.330e-03 -1.000 1.589e-02 -6.335 -11.952 -12.555 -13.614 -13.929 -14.222 -14.568 -14.959 -15.153 -15.342
0.0152 0.01508 8.04003 5.1194362640 2.6146674156    2.594  4.441  3.4424 -0.867    8  0.904  0.174  2077.61   521.42   309.78   245.18   202.35  0 -0.000101      5.70 6.146e-01 3.695e-01 7.190e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.332 -12.007 -12.623 -13.624 -13.934 -14.249 -14.619 -15.030 -15.234 -15.428
0.0152 0.01508 8.04003 5.1194362640 2.6146674156    2.593  4.633  3.4070 -1.201    8  0.904  0.180  5456.46   952.55   550.76   439.82   363.50  0 -0.000774     33.97 6.146e-01 3.695e-01 7.191e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.811 -12.421 -13.510 -13.474 -13.523 -14.441 -15.393 -16.419 -16.845 -17.188
0.0152 0.01508 8.04003 5.1194367409 2.6146674156    2.588  4.610  3.4101 -1.166    8  0.904  0.180  4923.15   895.00   518.92   414.04   342.14  0 -0.000614     29.29 6.146e-01 3.695e-01 7.194e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.755 -12.428 -13.453 -13.534 -13.625 -14.468 -15.350 -16.295 -16.697 -17.021
0.0152 0.01508 8.04003 5.1194381714 2.6146674156    2.574  4.559  3.4169 -1.091    8  0.904  0.180  3935.69   780.28   455.15   362.50   299.44  0  -0.00037     19.24 6.146e-01 3.695e-01 7.203e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.628 -12.439 -13.323 -13.659 -13.843 -14.518 -15.246 -16.015 -16.364 -16.646
0.0152 0.01508 8.04003 5.1194410324 2.6146674156    2.546  4.483  3.4273 -0.978    8  0.904  0.181  2825.12   634.26   373.35   296.56   244.83  0 -0.000173      9.83 6.146e-01 3.695e-01 7.220e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.438 -12.246 -12.945 -13.654 -13.921 -14.378 -14.894 -15.445 -15.711 -15.941
0.0152 0.01508 8.04003 5.1194458008 2.6146674156    2.500  4.368  3.4449 -0.801    8  0.904  0.181  1704.27   457.98   273.45   216.31   178.41  1 -5.49e-05      3.29 6.146e-01 3.695e-01 7.249e-04 4.794e-03 5.330e-03 -1.000 1.591e-02 -6.151 -11.545 -12.099 -13.400 -13.739 -13.936 -14.179 -14.480 -14.629 -14.795
0.0152 0.01508 8.04003 5.1194529533 2.6146674156    2.432  4.403  3.4351 -0.887    8  0.904  0.182  2145.08   531.34   314.95   249.94   206.18  0 -8.81e-05      5.44 6.146e-01 3.695e-01 7.292e-04 4.794e-03 5.330e-03 -1.000 1.592e-02 -6.238 -11.854 -12.459 -13.505 -13.817 -14.117 -14.471 -14.871 -15.070 -15.262
0.0152 0.01508 8.04003 5.1194629669 2.6146674156    2.341  4.424  3.4265 -0.959    8  0.905  0.184  2594.75   599.54   353.14   281.14   231.92  0 -0.000127      7.86 6.146e-01 3.695e-01 7.352e-04 4.794e-03 5.330e-03 -1.000 1.592e-02 -6.291 -12.033 -12.690 -13.532 -13.818 -14.211 -14.661 -15.152 -15.394 -15.609
0.0152 0.01508 8.04003 5.1194758415 2.6146674156    2.224  4.434  3.4193 -1.019    8  0.905  0.186  3025.20   659.84   386.54   308.75   254.65  0 -0.000168     10.66 6.145e-01 3.695e-01 7.433e-04 4.794e-03 5.330e-03 -1.000 1.593e-02 -6.314 -12.133 -12.860 -13.532 -13.790 -14.273 -14.812 -15.387 -15.663 -15.898
0.0152 0.01508 8.04003 5.1194930077 2.6146676540    2.082  4.437  3.4141 -1.072    8  0.905  0.189  3437.52   713.79   416.05   333.51   274.99  0 -0.000218     14.34 6.145e-01 3.695e-01 7.536e-04 4.794e-03 5.330e-03 -1.000 1.594e-02 -6.322 -12.138 -12.938 -13.455 -13.680 -14.250 -14.875 -15.536 -15.846 -16.102
0.0152 0.01508 8.04003 5.1195144653 2.6146676540    1.916  4.437  3.4114 -1.119    8  0.905  0.192  3818.35   760.62   441.26   355.12   292.68  0 -0.000286     18.54 6.145e-01 3.696e-01 7.667e-04 4.793e-03 5.330e-03 -1.000 1.596e-02 -6.323 -12.128 -13.002 -13.364 -13.554 -14.214 -14.928 -15.681 -16.024 -16.302
0.0152 0.01508 8.04003 5.1195406914 2.6146678925    1.732  4.436  3.4826 -0.877    8  0.906  0.190  1864.87   478.58   282.85   226.92   186.67  0 -0.000279     15.60 6.144e-01 3.696e-01 7.826e-04 4.793e-03 5.330e-03 -1.000 1.597e-02 -6.320 -12.258 -13.110 -13.458 -13.694 -14.304 -14.977 -15.662 -15.973 -16.236
0.0152 0.01508 8.04003 5.1196026802 2.6146681309    0.906 -9.999  4.0000  0.977    9  0.907  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.143e-01 3.697e-01 8.346e-04 4.792e-03 5.330e-03 -1.000 1.603e-02 29.767 30.081 30.084 30.030 29.708 29.383 29.060 29.096 29.671 29.404
