# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
30.53056 113940 1 1237679580546072703 25.380830 13125 183.6 2.2 0.16 0.08 0.47 0.01 14.43 0.01 Dprop Sloan 1.40 0.75 -22.22 0.10 0.95 0.14 10.70 0.11 10.90 0.01 "" "" 0.09 0.03 0.14 0.04 "" "" 10.05 0.06 0.442979 0.53286 142.9 67.8 93.3 1
30.53167 263623 1 1237662337330184556 243.103760 16446 235.8 2.4 0.10 0.05 0.29 0.01 17.79 0.01 Dprop Sloan 0.68 0.32 -19.30 0.16 0.10 0.23 8.94 0.17 9.48 0.01 9.12 0.06 -0.29 0.10 0.12 0.03 0.13 0.06 9.97 0.07 -2.040224 0.53288 -91.9 -181.1 119.8 1
30.53194 333425 3 "" 357.093750 5187 73.8 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.30 0.05 -0.050724 0.53288 63.5 -3.2 37.5 1
30.53278 206139 1 1237664869754011735 152.333330 6281 93.7 2.3 0.08 0.04 0.82 0.02 16.96 0.01 Dprop Sloan 0.20 0.14 -17.96 0.06 0.33 0.05 8.56 0.04 9.04 0.02 8.66 0.06 "" "" "" "" -0.82 0.05 9.27 0.06 2.658718 0.53290 -71.5 37.5 47.6 1
30.53278 320512 1 1237680327877788235 345.330810 9014 123.9 2.3 0.18 0.09 0.52 0.01 15.15 0.01 Dprop Sloan 0.98 0.51 -20.56 0.10 0.41 0.12 9.66 0.10 10.01 0.02 "" "" -0.31 0.05 0.10 0.02 "" "" 9.80 0.05 -0.256026 0.53290 103.2 -27.0 62.9 1
30.53278 206139 1 1237664869754011735 152.333330 6281 93.7 2.3 0.08 0.04 0.82 0.02 16.96 0.01 Dprop Sloan 0.20 0.14 -17.96 0.06 0.33 0.05 8.56 0.04 9.04 0.02 8.66 0.06 "" "" "" "" -0.82 0.05 9.27 0.06 2.658718 0.53290 -71.5 37.5 47.6 1
30.53278 320512 1 1237680327877788235 345.330810 9014 123.9 2.3 0.18 0.09 0.52 0.01 15.15 0.01 Dprop Sloan 0.98 0.51 -20.56 0.10 0.41 0.12 9.66 0.10 10.01 0.02 "" "" -0.31 0.05 0.10 0.02 "" "" 9.80 0.05 -0.256026 0.53290 103.2 -27.0 62.9 1
30.53305 171655 1 1237654652557787634 115.018330 14201 205.2 2.2 0.18 0.09 0.86 0.01 16.28 0.01 Dprop Sloan 0.95 0.51 -20.41 0.04 0.64 0.04 9.76 0.03 10.03 0.01 "" "" -0.33 0.11 "" "" "" "" 9.83 0.07 2.007449 0.53290 -74.7 160.2 104.2 1
30.53417 180376 1 1237660959184453771 128.887500 7654 112.5 2.2 0.14 0.07 0.77 0.01 14.23 0.01 Dprop Sloan 1.27 0.61 -21.16 0.06 0.34 0.06 9.85 0.05 10.37 0.02 10.09 0.03 0.53 0.02 0.69 0.02 0.60 0.08 9.91 0.05 2.249511 0.53292 -60.8 75.4 57.2 1
30.53417 194082 1 1237664835934748837 146.455840 1485 23.5 2.3 0.05 0.03 0.56 0.01 16.57 0.01 Dprop Sloan 0.00 0.00 -15.31 0.23 0.49 0.11 7.62 0.12 7.83 0.09 "" "" "" "" "" "" "" "" 7.95 0.10 2.556137 0.53292 -16.9 11.2 11.9 1
30.53417 180376 1 1237660959184453771 128.887500 7654 112.5 2.2 0.14 0.07 0.77 0.01 14.23 0.01 Dprop Sloan 1.27 0.61 -21.16 0.06 0.34 0.06 9.85 0.05 10.37 0.02 10.09 0.03 0.53 0.02 0.69 0.02 0.60 0.08 9.91 0.05 2.249511 0.53292 -60.8 75.4 57.2 1
30.53417 194082 1 1237664835934748837 146.455840 1485 23.5 2.3 0.05 0.03 0.56 0.01 16.57 0.01 Dprop Sloan 0.00 0.00 -15.31 0.23 0.49 0.11 7.62 0.12 7.83 0.09 "" "" "" "" "" "" "" "" 7.95 0.10 2.556137 0.53292 -16.9 11.2 11.9 1
30.53611 205590 1 1237665129067905298 150.152080 494 7.1 2.2 0.06 0.03 0.80 0.04 17.48 0.05 Dprop Sloan 0.00 0.00 -11.80 0.68 0.30 0.07 6.08 0.27 6.50 0.27 "" "" "" "" "" "" "" "" 6.63 0.28 2.620648 0.53296 -5.3 3.0 3.6 1
30.53778 725236 1 1237665443126247518 194.577500 7567 111.8 2.3 0.03 0.02 0.57 0.01 16.03 0.01 Dprop Sloan 0.58 0.33 -19.31 0.09 0.52 0.11 9.24 0.08 9.48 0.02 9.29 0.05 -1.12 0.19 -0.50 0.03 -0.65 0.05 9.40 0.06 -2.887167 0.53298 -93.2 -24.2 56.8 1
30.53778 200093 1 1237665128531689516 151.999180 6192 92.4 2.4 0.08 0.04 0.64 0.01 14.08 0.01 Dprop Sloan 1.05 0.57 -20.90 0.08 0.62 0.09 9.94 0.07 10.25 0.02 9.98 0.05 -0.13 0.03 0.04 0.03 -0.04 0.08 9.33 0.06 2.652886 0.53298 -70.3 37.4 46.9 1
30.53778 725236 1 1237665443126247518 194.577500 7567 111.8 2.3 0.03 0.02 0.57 0.01 16.03 0.01 Dprop Sloan 0.58 0.33 -19.31 0.09 0.52 0.11 9.24 0.08 9.48 0.02 9.29 0.05 -1.12 0.19 -0.50 0.03 -0.65 0.05 9.40 0.06 -2.887167 0.53298 -93.2 -24.2 56.8 1
30.53778 200093 1 1237665128531689516 151.999180 6192 92.4 2.4 0.08 0.04 0.64 0.01 14.08 0.01 Dprop Sloan 1.05 0.57 -20.90 0.08 0.62 0.09 9.94 0.07 10.25 0.02 9.98 0.05 -0.13 0.03 0.04 0.03 -0.04 0.08 9.33 0.06 2.652886 0.53298 -70.3 37.4 46.9 1
30.54083 182584 1 1237660961862713588 131.251250 2132 32.0 2.3 0.18 0.09 0.41 0.01 15.88 0.01 Dprop Sloan 0.00 0.00 -16.74 0.20 0.56 0.17 8.23 0.14 8.55 0.06 "" "" -2.11 0.17 -1.52 0.06 "" "" 8.30 0.09 2.290766 0.53304 -18.2 20.7 16.3 1
30.54305 1327 1 1237679581083861076 27.950420 4612 63.3 2.4 0.16 0.08 0.56 0.01 13.09 0.01 Dprop Sloan 1.02 0.60 -21.16 0.11 1.15 0.11 10.42 0.09 10.52 0.03 "" "" -0.50 0.04 -0.50 0.06 "" "" 8.97 0.06 0.487827 0.53308 48.2 25.6 32.2 1
30.54500 221106 1 1237667255092838597 193.698750 6236 92.8 2.4 0.04 0.02 0.39 0.01 14.89 0.01 Dprop Sloan 0.74 0.45 -20.15 0.14 0.72 0.18 9.71 0.13 9.97 0.02 9.86 0.03 -0.75 0.07 -0.38 0.03 -0.52 0.08 9.38 0.06 -2.902504 0.53311 -77.6 -18.9 47.2 1
30.54889 122970 2 1237678892283396504 32.968750 10248 142.9 2.2 0.29 0.15 0.52 0.05 18.27 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 8.88 0.02 "" "" "" "" "" "" "" "" 9.65 0.06 0.575413 0.53318 103.2 67.0 72.6 1
30.55083 183638 1 1237660343392403497 128.290420 13765 199.8 2.3 0.16 0.08 0.77 0.01 16.04 0.01 Dprop Sloan 1.02 0.53 -20.60 0.05 0.66 0.06 9.85 0.05 10.11 0.01 9.97 0.05 -0.34 0.12 0.08 0.02 0.08 0.04 9.73 0.06 2.239090 0.53321 -106.6 135.0 101.6 1
30.55167 747848 2 1237667212139757680 184.234590 1145 9.8 4.1 0.07 0.03 0.47 0.05 17.74 0.29 Dprop Sloan "" "" "" "" "" "" "" "" 6.78 0.36 "" "" "" "" "" "" "" "" 7.36 0.36 -3.067685 0.53323 -8.4 -0.6 5.0 1
30.55528 102790 1 1237680285991960728 10.153330 10595 146.9 2.3 0.19 0.10 0.48 0.01 16.06 0.01 Dprop Sloan 0.85 0.43 -20.01 0.10 0.44 0.14 9.46 0.11 9.82 0.01 "" "" -0.72 0.12 "" "" "" "" 9.95 0.05 0.177209 0.53329 124.5 22.3 74.7 1
30.55639 206759 1 1237665369041469651 161.399170 8815 130.1 2.3 0.10 0.05 0.25 0.01 16.60 0.01 Dprop Sloan 0.54 0.30 -19.21 0.19 0.40 0.26 9.12 0.20 9.48 0.02 "" "" -1.08 0.20 "" "" "" "" 9.69 0.06 2.816947 0.53331 -106.2 35.7 66.1 1
30.55917 234362 1 1237665430238527592 198.336650 5956 88.6 2.2 0.03 0.02 0.42 0.01 14.97 0.01 Dprop Sloan 0.77 0.42 -19.94 0.13 0.49 0.16 9.47 0.13 9.74 0.02 9.64 0.03 -0.93 0.09 -0.32 0.03 -0.62 0.06 9.71 0.05 -2.821558 0.53336 -72.4 -24.0 45.0 1
30.55917 100267 1 1237680333253574804 7.354170 14977 209.4 2.3 0.21 0.11 0.56 0.01 14.51 0.01 Dprop Sloan 1.53 0.78 -22.40 0.08 0.63 0.11 10.55 0.09 11.26 0.01 "" "" 1.24 0.01 "" "" "" "" 9.81 0.06 0.128354 0.53336 178.8 23.1 106.5 1
30.55917 234362 1 1237665430238527592 198.336650 5956 88.6 2.2 0.03 0.02 0.42 0.01 14.97 0.01 Dprop Sloan 0.77 0.42 -19.94 0.13 0.49 0.16 9.47 0.13 9.74 0.02 9.64 0.03 -0.93 0.09 -0.32 0.03 -0.62 0.06 9.71 0.05 -2.821558 0.53336 -72.4 -24.0 45.0 1
30.55917 100267 1 1237680333253574804 7.354170 14977 209.4 2.3 0.21 0.11 0.56 0.01 14.51 0.01 Dprop Sloan 1.53 0.78 -22.40 0.08 0.63 0.11 10.55 0.09 11.26 0.01 "" "" 1.24 0.01 "" "" "" "" 9.81 0.06 0.128354 0.53336 178.8 23.1 106.5 1
30.56194 724774 1 1237667212140347526 185.840420 679 9.8 4.1 0.05 0.03 0.43 0.01 16.45 0.01 Dprop Sloan 0.00 0.00 -13.54 0.92 0.19 0.16 6.70 0.38 7.22 0.36 "" "" "" "" "" "" "" "" 7.46 0.36 -3.039658 0.53341 -8.4 -0.9 5.0 1
30.56250 3904 1 1237653587402817544 113.382510 4727 67.4 4.3 0.19 0.10 0.73 0.01 12.72 0.01 Dprop Sloan 1.16 0.68 -21.62 0.15 1.17 0.07 10.61 0.07 10.67 0.06 "" "" -1.29 0.15 "" "" "" "" 9.43 0.07 1.978898 0.53342 -23.0 53.3 34.3 1
30.56306 8418 1 1237665225700802768 200.930420 7015 103.7 2.3 0.06 0.03 0.20 0.01 15.18 0.01 Dprop Sloan 0.63 0.44 -20.24 0.22 1.13 0.30 10.03 0.23 10.29 0.02 10.14 0.05 -0.45 0.05 -0.46 0.06 -0.83 0.25 9.94 0.05 -2.776288 0.53343 -83.4 -31.9 52.7 1
30.56583 725705 1 1237665329860051027 205.458760 7933 116.6 2.4 0.06 0.03 0.38 0.01 16.57 0.01 Dprop Sloan 0.49 0.27 -18.91 0.13 0.48 0.18 9.05 0.14 9.37 0.02 9.15 0.03 "" "" "" "" -0.81 0.05 9.65 0.05 -2.697253 0.53347 -90.6 -43.2 59.3 1
30.56889 123017 0 "" 37.079580 10662 149.0 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.81 0.06 0.647161 0.53353 102.4 77.4 75.8 1
30.57139 205916 2 1237664869216419883 150.419170 13930 203.0 2.4 0.06 0.03 0.92 0.01 24.36 0.62 Dprop Sloan "" "" "" "" "" "" "" "" 10.06 0.01 10.08 0.08 -0.18 0.09 0.55 0.03 0.19 0.06 9.81 0.06 2.625310 0.53357 -152.0 86.3 103.2 1
30.57250 206715 1 1237665369041338413 160.930820 13379 195.3 2.3 0.08 0.04 0.92 0.02 16.42 0.01 Dprop Sloan 0.90 0.46 -20.09 0.03 0.60 0.04 9.61 0.03 9.90 0.01 "" "" -0.92 0.32 "" "" "" "" 9.78 0.06 2.808773 0.53359 -158.9 54.9 99.3 1
30.57333 255366 1 1237662335181783313 239.996250 9144 131.7 2.2 0.10 0.05 0.57 0.01 14.55 0.01 Dprop Sloan 1.05 0.61 -21.25 0.08 1.08 0.11 10.41 0.08 10.54 0.01 "" "" -0.03 0.02 "" "" "" "" 9.54 0.06 -2.094461 0.53361 -56.7 -98.2 67.0 1
30.57667 212913 1 1237665367434068170 169.989990 7778 115.3 2.3 0.05 0.02 0.16 0.01 16.45 0.01 Dprop Sloan 0.39 0.28 -19.10 0.24 0.67 0.33 9.26 0.25 9.37 0.02 9.15 0.06 -0.43 0.06 -0.39 0.04 -0.61 0.09 9.60 0.05 2.966885 0.53366 -97.8 17.3 58.7 1
30.57750 113965 1 1237680315525824712 28.875420 10523 146.6 2.3 0.19 0.10 0.21 0.01 15.42 0.01 Dprop Sloan 0.88 0.53 -20.86 0.21 0.83 0.29 10.08 0.22 10.34 0.01 "" "" -0.10 0.04 "" "" "" "" 10.00 0.05 0.503971 0.53368 110.5 60.9 74.6 1
30.58083 330086 1 1237680327341703365 347.547090 6944 94.4 2.3 0.21 0.11 0.45 0.01 14.99 0.01 Dprop Sloan 0.85 0.45 -20.15 0.12 0.50 0.15 9.56 0.12 9.97 0.02 "" "" -0.48 0.04 "" "" "" "" 9.64 0.05 -0.217344 0.53374 79.4 -17.5 48.0 1
30.58139 12741 1 1237666183498039340 355.481630 5236 74.7 2.4 0.33 0.17 0.58 0.01 13.41 0.01 Dprop Sloan 1.09 0.62 -21.27 0.11 1.02 0.11 10.37 0.09 10.52 0.03 "" "" 0.16 0.03 "" "" "" "" 9.92 0.05 -0.078860 0.53375 64.1 -5.1 38.0 1
30.58167 198687 1 1237664092903768249 140.405410 1744 26.9 2.4 0.07 0.03 0.45 0.03 17.78 0.02 Dprop Sloan 0.00 0.00 -14.40 0.22 0.29 0.15 7.12 0.14 7.34 0.09 "" "" "" "" "" "" "" "" 8.16 0.10 2.450537 0.53375 -17.8 14.8 13.7 1
30.58278 722274 1 1237667289960480877 157.981250 13065 190.7 2.3 0.06 0.03 0.85 0.01 15.75 0.01 Dprop Sloan 1.03 0.55 -20.73 0.04 0.76 0.04 9.97 0.03 10.18 0.01 10.06 0.05 0.15 0.04 0.20 0.03 -0.01 0.18 9.96 0.06 2.757293 0.53377 -152.2 61.5 97.0 1
30.58389 310219 1 1237680505575048077 328.769560 7044 96.0 2.3 0.37 0.19 0.76 0.01 14.28 0.01 Dprop Sloan 1.05 0.57 -20.89 0.07 0.80 0.06 10.07 0.05 10.32 0.02 "" "" -0.12 0.03 "" "" "" "" 9.22 0.07 -0.545074 0.53379 70.7 -42.8 48.8 1
30.58417 262786 1 1237662642267357496 240.098330 9056 130.4 2.3 0.10 0.05 0.64 0.01 16.80 0.01 Dprop Sloan 0.48 0.27 -18.89 0.07 0.46 0.09 9.02 0.07 9.34 0.02 9.13 0.03 -1.19 0.17 "" "" -0.70 0.03 9.61 0.05 -2.092679 0.53379 -56.0 -97.3 66.3 1
30.58500 120246 0 "" 36.624170 5503 76.1 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.40 0.06 0.639212 0.53381 52.6 39.1 38.7 1
30.58556 120139 1 1237678892820725875 34.305000 10534 147.0 2.2 0.33 0.17 0.49 0.01 14.59 0.01 Dprop Sloan 1.27 0.66 -21.62 0.10 0.62 0.14 10.23 0.10 10.56 0.01 "" "" 0.27 0.02 "" "" "" "" 10.36 0.05 0.598735 0.53382 104.5 71.3 74.8 1
30.59139 4747 1 1237661382768263296 135.812090 4311 56.8 12.0 0.10 0.05 0.27 0.01 13.31 0.01 Dprop Sloan 0.89 0.53 -20.81 0.49 0.82 0.24 10.05 0.26 10.29 0.18 10.35 0.03 -0.26 0.18 -0.14 0.18 -0.16 0.09 9.46 0.19 2.370368 0.53392 -35.1 34.1 28.9 1
30.59333 723851 1 1237667212673155106 175.015430 9788 144.0 2.2 0.07 0.03 0.83 0.01 14.08 0.01 Dprop Sloan 1.25 0.71 -21.81 0.04 1.27 0.05 10.76 0.04 10.78 0.01 10.86 0.04 -0.46 0.08 -0.50 0.15 -1.40 0.79 10.17 0.05 3.054595 0.53395 -123.5 10.8 73.3 1
30.59500 131385 0 "" 46.820830 10749 150.9 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.63 0.06 0.817178 0.53398 88.9 94.7 76.8 1
30.59639 260906 1 1237661464915804209 242.723750 14198 203.7 2.3 0.11 0.05 0.34 0.01 14.61 0.01 Dprop Sloan 1.38 0.75 -22.34 0.14 0.85 0.20 10.68 0.15 10.88 0.01 10.92 0.03 0.18 0.04 0.26 0.03 0.32 0.10 10.39 0.05 -2.046857 0.53401 -80.4 -155.8 103.7 1
30.59694 102795 1 1237680285992222797 10.894170 5718 72.3 4.2 0.17 0.09 0.75 0.17 19.16 0.04 Dprop Sloan 0.00 0.00 -15.23 0.14 0.77 0.08 7.78 0.08 8.57 0.05 "" "" "" "" "" "" "" "" 9.23 0.07 0.190139 0.53402 61.1 11.8 36.8 1
30.59750 332187 1 1237666183498039716 355.624600 5063 72.2 2.4 0.33 0.17 0.38 0.01 15.07 0.01 Dprop Sloan 0.65 0.36 -19.54 0.15 0.38 0.18 9.23 0.14 9.58 0.03 "" "" -0.75 0.05 "" "" "" "" 9.47 0.05 -0.076365 0.53403 62.0 -4.7 36.8 1
30.59778 171630 1 1237654627322954027 114.670420 4821 69.3 2.2 0.15 0.08 0.41 0.01 16.52 0.01 Dprop Sloan 0.07 0.11 -17.81 0.14 0.52 0.17 8.64 0.13 8.99 0.03 "" "" -1.20 0.10 "" "" "" "" 8.82 0.07 2.001376 0.53403 -24.9 54.2 35.3 1
30.59972 263751 1 1237662337330250060 243.353350 9764 140.3 2.3 0.12 0.06 0.95 0.01 15.06 0.01 Dprop Sloan 1.05 0.56 -20.75 0.04 0.77 0.03 9.99 0.03 10.24 0.01 10.17 0.03 -0.32 0.05 0.03 0.03 -0.01 0.05 9.73 0.05 -2.035868 0.53407 -54.2 -107.9 71.4 1
30.60222 113936 1 1237679580545876321 24.919170 4302 58.9 2.4 0.19 0.10 0.85 0.05 17.21 0.03 Dprop Sloan 0.00 0.00 -16.74 0.10 0.37 0.05 8.10 0.05 8.41 0.04 "" "" -1.63 0.16 "" "" "" "" 8.82 0.06 0.434922 0.53411 46.0 21.4 30.0 1
30.60361 182972 1 1237657628970582516 122.489990 5679 81.9 2.3 0.12 0.06 0.52 0.02 17.37 0.02 Dprop Sloan 0.00 0.04 -17.27 0.11 0.41 0.13 8.35 0.10 8.73 0.03 8.59 0.03 -1.50 0.26 -1.05 0.03 -1.10 0.03 9.13 0.06 2.137854 0.53413 -37.9 59.5 41.7 1
30.60417 5281 1 1237664835398336557 147.752090 4380 64.3 2.2 0.07 0.04 0.32 0.01 15.40 0.01 Dprop Sloan 0.46 0.25 -18.80 0.17 0.35 0.21 8.92 0.16 9.44 0.03 9.09 0.05 -0.80 0.05 -0.49 0.03 -0.42 0.03 9.66 0.05 2.578760 0.53414 -46.8 29.5 32.7 1
30.60806 212946 1 1237665329845043225 165.412080 1677 27.0 2.2 0.06 0.03 0.61 0.04 16.80 0.02 Dprop Sloan 0.00 0.00 -15.38 0.19 0.37 0.10 7.56 0.10 7.91 0.07 "" "" -2.10 0.16 -1.63 0.08 "" "" 8.86 0.08 2.886985 0.53421 -22.5 5.9 13.7 1
30.60833 255107 1 1237662619723956485 237.919170 9673 139.4 2.3 0.09 0.05 0.52 0.01 15.44 0.01 Dprop Sloan 0.89 0.50 -20.47 0.09 0.68 0.12 9.81 0.09 10.01 0.01 9.93 0.03 -1.14 0.20 -0.39 0.03 -0.34 0.09 9.61 0.06 -2.130712 0.53422 -63.7 -101.7 71.0 1
30.60917 240210 1 1237665101137117304 213.747920 15854 229.3 2.4 0.06 0.03 0.92 0.01 14.66 0.01 Dprop Sloan 1.46 0.78 -22.20 0.03 0.90 0.04 10.66 0.03 10.91 0.01 "" "" 0.68 0.02 "" "" "" "" 10.16 0.05 -2.552580 0.53423 -164.1 -109.6 116.8 1
30.60972 216597 1 1237665367433740371 169.051250 12840 187.6 2.3 0.05 0.03 0.49 0.01 16.09 0.01 Dprop Sloan 0.98 0.49 -20.45 0.10 0.40 0.14 9.61 0.10 9.97 0.01 9.70 0.03 "" "" "" "" -0.20 0.02 10.14 0.05 2.950501 0.53424 -158.5 30.7 95.5 1
30.61222 113946 1 1237680314987970846 26.262080 13330 186.6 2.3 0.16 0.08 0.78 0.02 16.08 0.01 Dprop Sloan 0.94 0.50 -20.41 0.05 0.66 0.06 9.78 0.04 9.99 0.01 "" "" -0.90 0.22 "" "" "" "" 9.90 0.06 0.458360 0.53428 144.0 71.1 95.0 1
30.61250 333375 1 1237680472834769553 349.435420 6213 89.2 2.4 0.28 0.14 0.65 0.06 17.97 0.03 Dprop Sloan 0.00 0.00 -16.92 0.09 0.65 0.09 8.38 0.08 8.58 0.04 "" "" "" "" "" "" "" "" 8.84 0.06 -0.184387 0.53429 75.5 -14.1 45.4 1
30.61750 102804 1 1237680285992681984 12.088330 6829 93.1 2.3 0.21 0.11 0.91 0.08 17.99 0.04 Dprop Sloan 0.00 0.00 -16.96 0.07 0.36 0.05 8.19 0.05 8.71 0.03 "" "" "" "" "" "" "" "" 9.20 0.06 0.210981 0.53438 78.3 16.8 47.4 1
30.61778 726931 1 1237662697030942890 223.652070 15328 221.2 2.2 0.07 0.04 0.83 0.01 15.37 0.01 Dprop Sloan 1.29 0.66 -21.45 0.03 0.69 0.05 10.21 0.04 10.49 0.01 10.34 0.03 -0.20 0.08 0.25 0.03 0.19 0.05 9.98 0.06 -2.379720 0.53438 -137.7 -131.4 112.7 1
30.61944 748025 2 1237667259892891905 197.858340 6219 92.4 2.2 0.04 0.02 0.76 0.11 19.80 0.07 Dprop Sloan "" "" "" "" "" "" "" "" 8.17 0.03 "" "" -1.39 0.14 -0.84 0.05 "" "" 9.38 0.05 -2.829906 0.53441 -75.7 -24.4 47.1 1
30.61972 747992 1 1237667255092183111 191.894180 8063 119.0 2.4 0.05 0.03 0.77 0.03 16.98 0.02 Dprop Sloan 0.39 0.21 -18.44 0.06 0.36 0.06 8.78 0.05 9.15 0.02 8.83 0.06 "" "" "" "" -0.74 0.04 9.58 0.05 -2.934000 0.53441 -100.2 -21.1 60.6 1
30.62028 2507 0 "" 45.927500 16209 228.8 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.14 0.06 0.801586 0.53442 137.0 141.5 116.5 1
30.62250 723910 1 1237667212673351876 175.566240 12959 189.2 2.4 0.07 0.04 0.84 0.04 16.96 0.04 Dprop Sloan 0.70 0.37 -19.49 0.06 0.53 0.06 9.32 0.05 9.57 0.02 9.48 0.07 "" "" "" "" -0.38 0.04 9.98 0.05 3.064209 0.53446 -162.3 12.6 96.4 1
30.62278 220605 1 1237667255090217055 186.820400 9085 133.7 2.2 0.06 0.03 0.58 0.01 14.81 0.01 Dprop Sloan 1.11 0.58 -20.99 0.08 0.62 0.11 9.98 0.08 10.27 0.01 10.07 0.05 -0.17 0.04 0.08 0.03 0.00 0.07 9.72 0.05 -3.022554 0.53447 -114.2 -13.7 68.1 1
30.62278 198799 2 1237664878877606273 145.794160 4355 63.9 2.1 0.07 0.03 0.46 0.04 18.49 0.15 Dprop Sloan "" "" "" "" "" "" "" "" 8.20 0.04 "" "" "" "" "" "" "" "" 8.83 0.06 2.544588 0.53447 -45.5 30.9 32.5 1
30.62278 220605 1 1237667255090217055 186.820400 9085 133.7 2.2 0.06 0.03 0.58 0.01 14.81 0.01 Dprop Sloan 1.11 0.58 -20.99 0.08 0.62 0.11 9.98 0.08 10.27 0.01 10.07 0.05 -0.17 0.04 0.08 0.03 0.00 0.07 9.72 0.05 -3.022554 0.53447 -114.2 -13.7 68.1 1
30.62278 198799 2 1237664878877606273 145.794160 4355 63.9 2.1 0.07 0.03 0.46 0.04 18.49 0.15 Dprop Sloan "" "" "" "" "" "" "" "" 8.20 0.04 "" "" "" "" "" "" "" "" 8.83 0.06 2.544588 0.53447 -45.5 30.9 32.5 1
30.62583 216702 1 1237665367434133705 170.087490 7560 112.2 2.2 0.05 0.02 0.62 0.03 17.22 0.02 Dprop Sloan 0.14 0.16 -18.08 0.08 0.62 0.10 8.82 0.07 8.96 0.02 8.96 0.08 -1.93 0.68 -0.95 0.04 -0.85 0.06 9.61 0.05 2.968587 0.53452 -95.1 16.6 57.2 1
30.62806 748493 1 1237665128018673841 216.305420 16188 233.9 2.2 0.06 0.03 0.20 0.01 15.60 0.01 Dprop Sloan 1.13 0.64 -21.73 0.21 0.72 0.30 10.34 0.23 10.68 0.01 10.60 0.03 0.02 0.05 0.09 0.03 0.17 0.12 10.42 0.05 -2.507944 0.53456 -162.2 -119.2 119.2 1
30.63028 241145 1 1237665101674577929 215.283750 15448 223.4 2.3 0.06 0.03 0.97 0.01 14.36 0.01 Dprop Sloan 1.62 0.81 -22.42 0.03 0.74 0.03 10.64 0.03 11.03 0.01 10.71 0.06 0.93 0.01 0.98 0.02 1.00 0.08 10.20 0.05 -2.525775 0.53460 -156.9 -111.0 113.8 1
30.63083 123054 1 1237670456969265622 42.674170 9911 138.6 2.2 0.68 0.35 0.57 0.03 17.63 0.02 Dprop Sloan 0.35 0.21 -18.48 0.11 0.53 0.11 8.91 0.09 9.12 0.02 "" "" "" "" "" "" "" "" 9.61 0.06 0.744805 0.53461 87.7 80.8 70.6 1
30.63167 189324 1 1237660634910425122 128.717070 5936 87.9 2.0 0.15 0.08 0.79 0.01 16.01 0.01 Dprop Sloan 0.40 0.27 -18.82 0.06 0.55 0.05 9.06 0.04 9.39 0.02 "" "" -1.10 0.12 "" "" "" "" 9.18 0.06 2.246537 0.53462 -47.3 59.0 44.8 1
30.63222 725424 1 1237665328783687784 198.510420 5949 88.5 2.3 0.03 0.02 0.79 0.02 17.32 0.01 Dprop Sloan 0.03 0.06 -17.44 0.07 0.33 0.05 8.36 0.05 8.71 0.02 8.39 0.08 "" "" "" "" -1.12 0.03 9.08 0.06 -2.818525 0.53463 -72.2 -24.2 45.1 1
30.63445 240394 1 1237665102212104286 217.162060 3829 54.5 4.3 0.07 0.04 0.41 0.01 14.65 0.01 Dprop Sloan 0.49 0.31 -19.18 0.21 0.50 0.17 9.17 0.14 9.54 0.07 "" "" -0.69 0.07 -0.64 0.08 "" "" 9.12 0.08 -2.492992 0.53467 -37.4 -28.3 27.8 1
30.63639 321425 1 1237680329485976178 338.779600 10348 143.1 2.3 0.25 0.13 0.27 0.01 16.52 0.01 Dprop Sloan 0.63 0.36 -19.58 0.17 0.55 0.24 9.37 0.18 9.69 0.01 "" "" -0.62 0.12 "" "" "" "" 9.76 0.06 -0.370366 0.53471 114.8 -44.6 72.9 1
30.63778 234848 1 1237665226238525560 203.185850 14901 216.2 2.3 0.05 0.02 0.94 0.01 15.65 0.01 Dprop Sloan 1.16 0.61 -21.06 0.03 0.72 0.03 10.08 0.03 10.34 0.01 10.14 0.03 -0.46 0.17 0.07 0.03 -0.10 0.05 9.67 0.07 -2.736923 0.53473 -171.0 -73.2 110.2 1
30.63778 114023 1 1237679581083795726 27.700830 15155 212.7 2.3 0.16 0.08 0.57 0.01 16.20 0.01 Dprop Sloan 0.86 0.53 -20.65 0.08 1.13 0.11 10.20 0.08 10.22 0.01 "" "" -1.76 0.82 "" "" "" "" 10.19 0.05 0.483471 0.53473 162.0 85.1 108.4 1
