# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
8.63222 210970 1 1237658425173082219 179.931240 10576 156.0 2.0 0.07 0.04 0.43 0.01 14.47 0.01 Dprop Sloan 1.32 0.68 -21.78 0.11 0.71 0.16 10.36 0.12 10.79 0.01 "" "" 0.48 0.02 0.42 0.04 "" "" 9.87 0.06 3.140393 0.15066 -154.2 0.2 23.4 1
8.63222 334675 1 1237679034012467384 347.613310 6357 90.9 2.1 0.14 0.07 0.36 0.01 15.46 0.01 Dprop Sloan 0.56 0.36 -19.56 0.14 0.68 0.19 9.45 0.15 9.68 0.02 "" "" -0.75 0.07 "" "" "" "" 9.26 0.06 -0.216189 0.15066 87.8 -19.3 13.6 1
8.63222 210970 1 1237658425173082219 179.931240 10576 156.0 2.0 0.07 0.04 0.43 0.01 14.47 0.01 Dprop Sloan 1.32 0.68 -21.78 0.11 0.71 0.16 10.36 0.12 10.79 0.01 "" "" 0.48 0.02 0.42 0.04 "" "" 9.87 0.06 3.140393 0.15066 -154.2 0.2 23.4 1
8.63444 380 1 1237669703732363305 9.490420 5281 60.8 11.7 0.18 0.09 0.65 0.01 12.18 0.01 Dprop Sloan 1.30 0.72 -21.96 0.42 -0.68 0.08 9.46 0.18 9.90 0.17 "" "" -0.10 0.19 0.22 0.17 "" "" 10.06 0.17 0.165639 0.15070 59.3 9.9 9.1 1
8.63750 241572 1 1237662238017585296 217.982500 9942 145.3 2.4 0.09 0.05 0.90 0.01 14.10 0.01 Dprop Sloan 1.33 0.71 -21.79 0.04 0.88 0.04 10.48 0.03 10.78 0.01 10.56 0.03 0.33 0.02 0.46 0.02 0.42 0.09 9.84 0.05 -2.478673 0.15075 -113.2 -88.4 21.8 1
8.63917 171243 1 1237671125364768831 120.196250 2547 39.0 2.3 0.06 0.03 0.18 0.01 15.96 0.01 Dprop Sloan 0.00 0.00 -17.02 0.26 0.64 0.32 8.40 0.25 8.58 0.05 "" "" "" "" "" "" "" "" 9.02 0.07 2.097820 0.15078 -19.4 33.3 5.9 1
8.63944 192498 1 1237661064413053138 142.304600 7889 117.3 2.2 0.15 0.08 0.62 0.02 17.39 0.01 Dprop Sloan 0.20 0.16 -18.07 0.08 0.58 0.09 8.79 0.07 9.05 0.02 "" "" "" "" "" "" "" "" 9.43 0.06 2.483684 0.15079 -91.8 70.9 17.6 1
8.63944 188842 1 1237670595472589392 120.180420 4199 62.5 2.2 0.06 0.03 0.94 0.01 15.58 0.01 Dprop Sloan 0.34 0.21 -18.43 0.08 0.43 0.03 8.83 0.04 7.53 0.07 "" "" -1.10 0.07 -0.56 0.04 "" "" 8.73 0.06 2.097544 0.15079 -31.1 53.4 9.4 1
8.63944 7596 1 1237661977085018198 187.141660 565 16.4 1.2 0.07 0.03 0.40 0.01 14.46 0.01 Dprop Sloan 0.00 0.00 -16.65 0.20 0.51 0.17 8.17 0.14 8.49 0.06 "" "" "" "" "" "" "" "" 7.52 0.09 -3.016947 0.15079 -16.1 -2.0 2.5 1
8.63944 192498 1 1237661064413053138 142.304600 7889 117.3 2.2 0.15 0.08 0.62 0.02 17.39 0.01 Dprop Sloan 0.20 0.16 -18.07 0.08 0.58 0.09 8.79 0.07 9.05 0.02 "" "" "" "" "" "" "" "" 9.43 0.06 2.483684 0.15079 -91.8 70.9 17.6 1
8.63944 188842 1 1237670595472589392 120.180420 4199 62.5 2.2 0.06 0.03 0.94 0.01 15.58 0.01 Dprop Sloan 0.34 0.21 -18.43 0.08 0.43 0.03 8.83 0.04 7.53 0.07 "" "" -1.10 0.07 -0.56 0.04 "" "" 8.73 0.06 2.097544 0.15079 -31.1 53.4 9.4 1
8.63944 7596 1 1237661977085018198 187.141660 565 16.4 1.2 0.07 0.03 0.40 0.01 14.46 0.01 Dprop Sloan 0.00 0.00 -16.65 0.20 0.51 0.17 8.17 0.14 8.49 0.06 "" "" "" "" "" "" "" "" 7.52 0.09 -3.016947 0.15079 -16.1 -2.0 2.5 1
8.63944 192498 1 1237661064413053138 142.304600 7889 117.3 2.2 0.15 0.08 0.62 0.02 17.39 0.01 Dprop Sloan 0.20 0.16 -18.07 0.08 0.58 0.09 8.79 0.07 9.05 0.02 "" "" "" "" "" "" "" "" 9.43 0.06 2.483684 0.15079 -91.8 70.9 17.6 1
8.63944 188842 1 1237670595472589392 120.180420 4199 62.5 2.2 0.06 0.03 0.94 0.01 15.58 0.01 Dprop Sloan 0.34 0.21 -18.43 0.08 0.43 0.03 8.83 0.04 7.53 0.07 "" "" -1.10 0.07 -0.56 0.04 "" "" 8.73 0.06 2.097544 0.15079 -31.1 53.4 9.4 1
8.63944 7596 1 1237661977085018198 187.141660 565 16.4 1.2 0.07 0.03 0.40 0.01 14.46 0.01 Dprop Sloan 0.00 0.00 -16.65 0.20 0.51 0.17 8.17 0.14 8.49 0.06 "" "" "" "" "" "" "" "" 7.52 0.09 -3.016947 0.15079 -16.1 -2.0 2.5 1
8.64083 226145 1 1237661977086590991 190.769990 10120 149.2 2.5 0.07 0.04 0.87 0.01 15.01 0.01 Dprop Sloan 1.15 0.58 -20.93 0.04 0.51 0.04 9.88 0.03 10.27 0.01 9.89 0.04 0.17 0.03 0.42 0.02 0.33 0.05 10.05 0.05 -2.953621 0.15081 -144.9 -27.6 22.4 1
8.64222 322236 2 1237678905702154699 344.606260 6770 91.5 2.3 0.28 0.14 0.64 0.09 18.62 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 8.43 0.04 "" "" "" "" "" "" "" "" 9.26 0.06 -0.268671 0.15084 87.2 -24.0 13.7 1
8.64250 213671 1 1237660612898717908 167.169590 11676 171.9 2.4 0.08 0.04 0.67 0.02 16.28 0.01 Dprop Sloan 0.83 0.44 -20.01 0.06 0.56 0.08 9.55 0.06 9.81 0.01 9.63 0.05 -0.91 0.28 -0.23 0.04 -0.26 0.07 9.69 0.07 2.917660 0.15084 -165.7 37.7 25.8 1
8.64389 10414 1 1237668332576768533 247.447100 9915 142.5 2.2 0.21 0.11 0.51 0.01 13.86 0.01 Dprop Sloan 1.40 0.75 -22.24 0.10 0.97 0.13 10.73 0.10 10.85 0.01 "" "" -0.16 0.06 0.07 0.03 "" "" 9.72 0.06 -1.964419 0.15086 -54.0 -130.1 21.4 1
8.64444 203281 1 1237660583908737176 155.359590 13530 198.2 2.2 0.12 0.06 0.72 0.01 16.13 0.01 Dprop Sloan 0.98 0.51 -20.49 0.05 0.54 0.07 9.73 0.05 10.16 0.01 9.94 0.05 0.09 0.04 0.20 0.02 0.48 0.07 9.76 0.08 2.711536 0.15087 -178.1 81.7 29.8 1
8.64556 180917 1 1237670594936111476 121.066660 10127 148.1 2.4 0.07 0.04 0.96 0.01 15.16 0.01 Dprop Sloan 1.10 0.56 -20.74 0.04 0.77 0.03 9.98 0.03 10.20 0.01 10.10 0.03 -0.65 0.17 -0.23 0.03 -0.27 0.04 9.45 0.07 2.113012 0.15089 -75.6 125.4 22.3 1
8.64556 203397 1 1237658491735965729 164.946670 10811 159.5 2.3 0.10 0.05 0.98 0.01 16.10 0.01 Dprop Sloan 0.84 0.45 -19.97 0.03 0.62 0.03 9.57 0.03 9.99 0.01 9.81 0.06 -0.10 0.04 0.06 0.02 0.09 0.08 9.75 0.07 2.878862 0.15089 -152.3 41.0 24.0 1
8.64556 180917 1 1237670594936111476 121.066660 10127 148.1 2.4 0.07 0.04 0.96 0.01 15.16 0.01 Dprop Sloan 1.10 0.56 -20.74 0.04 0.77 0.03 9.98 0.03 10.20 0.01 10.10 0.03 -0.65 0.17 -0.23 0.03 -0.27 0.04 9.45 0.07 2.113012 0.15089 -75.6 125.4 22.3 1
8.64556 203397 1 1237658491735965729 164.946670 10811 159.5 2.3 0.10 0.05 0.98 0.01 16.10 0.01 Dprop Sloan 0.84 0.45 -19.97 0.03 0.62 0.03 9.57 0.03 9.99 0.01 9.81 0.06 -0.10 0.04 0.06 0.02 0.09 0.08 9.75 0.07 2.878862 0.15089 -152.3 41.0 24.0 1
8.64583 9410 1 1237662238018109652 219.307920 8421 123.4 2.1 0.12 0.06 0.44 0.01 14.45 0.01 Dprop Sloan 1.16 0.61 -21.29 0.11 0.68 0.16 10.14 0.12 10.45 0.01 10.37 0.03 -0.08 0.03 0.13 0.03 0.12 0.08 10.19 0.05 -2.455540 0.15090 -94.4 -77.3 18.6 1
8.64722 181658 1 1237661070312014334 127.051250 13278 193.5 2.4 0.09 0.05 0.77 0.01 14.36 0.01 Dprop Sloan 1.43 0.77 -22.21 0.05 1.12 0.06 10.82 0.04 10.95 0.01 11.05 0.03 0.81 0.02 0.73 0.02 0.60 0.13 10.09 0.06 2.217463 0.15092 -115.3 152.7 29.1 1
8.64889 258123 1 1237662198821224871 229.401670 9025 131.3 2.2 0.11 0.06 0.79 0.05 18.09 0.03 Dprop Sloan 0.19 0.08 -17.56 0.06 0.18 0.06 8.30 0.05 8.57 0.04 "" "" "" "" "" "" "" "" 9.45 0.06 -2.279371 0.15095 -84.5 -98.6 19.7 1
8.65028 230925 1 1237662263240949953 210.129170 4572 71.8 15.2 0.08 0.04 0.18 0.01 15.55 0.02 Dprop Sloan 0.49 0.27 -18.97 0.51 0.29 0.32 8.94 0.30 9.33 0.18 "" "" -1.16 0.20 "" "" "" "" 9.55 0.19 -2.615739 0.15098 -61.4 -35.6 10.8 1
8.65056 198348 1 1237660670347378839 137.928330 9221 136.1 2.3 0.23 0.12 0.85 0.05 17.51 0.02 Dprop Sloan 0.30 0.19 -18.30 0.05 0.57 0.05 8.87 0.04 9.18 0.02 "" "" "" "" "" "" "" "" 9.20 0.07 2.407303 0.15098 -99.9 90.2 20.5 1
8.65194 334672 3 "" 347.261660 11848 164.0 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.66 0.06 -0.222326 0.15100 158.1 -35.8 24.7 1
8.65222 208355 1 1237658491735310448 163.387910 6194 93.5 2.3 0.09 0.05 0.66 0.01 16.81 0.01 Dprop Sloan 0.22 0.16 -18.12 0.08 0.53 0.08 8.77 0.07 9.00 0.02 "" "" -2.07 0.62 "" "" "" "" 9.20 0.06 2.851657 0.15101 -88.6 26.4 14.1 1
8.65417 7709 1 1237661977085542412 188.376270 1216 16.4 1.2 0.07 0.03 0.83 0.01 12.12 0.01 Dprop Sloan 0.42 0.30 -19.02 0.16 0.79 0.05 9.31 0.07 8.41 0.06 "" "" -0.54 0.06 -0.32 0.07 "" "" 9.47 0.08 -2.995399 0.15104 -16.0 -2.4 2.5 1
8.65444 714831 1 1237662198821290281 229.573330 10449 151.6 2.3 0.12 0.06 0.61 0.01 16.70 0.01 Dprop Sloan 0.59 0.34 -19.34 0.07 0.55 0.10 9.27 0.07 9.56 0.01 9.43 0.04 -0.78 0.11 -0.42 0.05 -0.57 0.05 9.76 0.06 -2.276375 0.15105 -97.2 -114.1 22.8 1
8.65500 230162 1 1237662262162030644 198.101670 15042 219.3 2.5 0.10 0.05 0.41 0.01 14.64 0.01 Dprop Sloan 1.44 0.77 -22.41 0.12 0.83 0.17 10.69 0.13 11.00 0.01 10.86 0.02 0.55 0.02 0.55 0.03 0.43 0.07 10.16 0.06 -2.825659 0.15106 -206.1 -67.4 33.0 1
8.65806 11966 1 1237672005318410297 333.962100 4669 68.4 2.2 0.22 0.11 0.51 0.01 15.15 0.01 Dprop Sloan 0.59 0.32 -19.23 0.12 0.43 0.13 9.14 0.10 9.59 0.03 "" "" -0.82 0.06 "" "" "" "" 9.38 0.05 -0.454447 0.15111 60.8 -29.7 10.3 1
8.65806 226431 1 1237661977085935735 189.297500 8473 125.8 2.2 0.06 0.03 0.51 0.01 14.65 0.01 Dprop Sloan 1.05 0.58 -21.06 0.10 0.97 0.13 10.25 0.10 10.31 0.02 10.44 0.02 -0.68 0.12 -0.49 0.02 -0.47 0.06 9.74 0.05 -2.979321 0.15111 -122.7 -20.1 18.9 1
8.65806 11966 1 1237672005318410297 333.962100 4669 68.4 2.2 0.22 0.11 0.51 0.01 15.15 0.01 Dprop Sloan 0.59 0.32 -19.23 0.12 0.43 0.13 9.14 0.10 9.59 0.03 "" "" -0.82 0.06 "" "" "" "" 9.38 0.05 -0.454447 0.15111 60.8 -29.7 10.3 1
8.65806 226431 1 1237661977085935735 189.297500 8473 125.8 2.2 0.06 0.03 0.51 0.01 14.65 0.01 Dprop Sloan 1.05 0.58 -21.06 0.10 0.97 0.13 10.25 0.10 10.31 0.02 10.44 0.02 -0.68 0.12 -0.49 0.02 -0.47 0.06 9.74 0.05 -2.979321 0.15111 -122.7 -20.1 18.9 1
8.65833 258132 1 1237662199359472212 232.686660 10653 154.3 2.4 0.15 0.08 0.56 0.02 17.00 0.02 Dprop Sloan 0.58 0.30 -19.10 0.09 0.51 0.11 9.15 0.09 9.54 0.02 "" "" "" "" "" "" "" "" 9.81 0.06 -2.222037 0.15112 -92.5 -121.3 23.2 1
8.66083 714243 1 1237662264319344871 220.879150 10127 147.7 2.1 0.09 0.05 0.33 0.01 16.63 0.01 Dprop Sloan 0.53 0.34 -19.43 0.15 0.64 0.21 9.37 0.16 9.66 0.01 9.42 0.05 -0.62 0.08 -0.46 0.02 -0.43 0.07 9.79 0.06 -2.428117 0.15116 -110.4 -95.6 22.2 1
8.66167 9084 1 1237662237478551702 213.052920 7227 106.2 4.5 0.09 0.04 0.89 0.01 13.49 0.01 Dprop Sloan 1.35 0.70 -21.73 0.09 1.06 0.04 10.59 0.05 10.69 0.04 10.78 0.01 -0.59 0.08 -0.08 0.04 -0.15 0.05 9.60 0.06 -2.564710 0.15117 -88.0 -57.3 16.0 1
8.66444 714724 1 1237661949199384726 227.966660 10320 149.9 2.3 0.12 0.06 0.79 0.01 16.64 0.01 Dprop Sloan 0.65 0.34 -19.33 0.05 0.43 0.05 9.18 0.04 9.55 0.01 9.26 0.03 -0.96 0.16 -0.34 0.03 -0.47 0.04 9.62 0.06 -2.304417 0.15122 -99.2 -110.1 22.6 1
8.66972 203353 1 1237658492270739505 160.098750 16495 240.7 2.3 0.08 0.04 0.99 0.01 15.65 0.01 Dprop Sloan 1.20 0.64 -21.30 0.02 0.84 0.03 10.26 0.02 10.55 0.01 10.42 0.05 0.28 0.04 0.40 0.03 0.49 0.08 9.83 0.07 2.794250 0.15132 -223.7 81.0 36.3 1
8.66972 258233 3 "" 226.473330 8249 120.4 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.21 0.07 -2.330480 0.15132 -82.0 -86.3 18.1 1
8.66972 203353 1 1237658492270739505 160.098750 16495 240.7 2.3 0.08 0.04 0.99 0.01 15.65 0.01 Dprop Sloan 1.20 0.64 -21.30 0.02 0.84 0.03 10.26 0.02 10.55 0.01 10.42 0.05 0.28 0.04 0.40 0.03 0.49 0.08 9.83 0.07 2.794250 0.15132 -223.7 81.0 36.3 1
8.66972 258233 3 "" 226.473330 8249 120.4 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.21 0.07 -2.330480 0.15132 -82.0 -86.3 18.1 1
8.67194 322175 1 1237678906236993611 339.951660 7560 102.8 2.3 0.38 0.19 0.79 0.01 15.87 0.01 Dprop Sloan 0.68 0.36 -19.42 0.07 0.56 0.05 9.31 0.05 9.65 0.02 "" "" -0.59 0.07 "" "" "" "" 9.65 0.05 -0.349910 0.15135 95.5 -34.8 15.5 1
8.67417 249114 1 1237662263241932885 212.384580 7773 114.6 2.4 0.10 0.05 0.32 0.01 15.66 0.01 Dprop Sloan 0.68 0.40 -19.89 0.15 0.57 0.21 9.51 0.16 9.99 0.02 9.57 0.07 0.06 0.02 0.04 0.03 -0.01 0.10 9.32 0.06 -2.576375 0.15139 -95.7 -60.7 17.3 1
8.67445 7424 1 1237661977084297220 185.489170 851 16.4 1.2 0.06 0.03 0.76 0.01 14.55 0.01 Dprop Sloan 0.00 0.00 -16.56 0.16 0.72 0.06 8.28 0.08 8.52 0.06 "" "" "" "" "" "" "" "" 7.77 0.22 -3.045789 0.15140 -16.1 -1.6 2.5 1
8.67750 226416 1 1237661977085673665 188.791670 14888 217.4 2.3 0.06 0.03 0.13 0.01 16.71 0.01 Dprop Sloan 0.76 0.45 -20.41 0.27 0.58 0.38 9.72 0.29 10.01 0.01 9.88 0.06 -0.08 0.10 -0.02 0.02 0.00 0.09 10.03 0.06 -2.988149 0.15145 -212.4 -32.8 32.8 1
8.67833 203295 1 1237660583908999251 155.875000 13575 198.9 2.2 0.12 0.06 0.37 0.01 16.26 0.01 Dprop Sloan 0.87 0.49 -20.51 0.13 0.80 0.19 9.92 0.14 10.07 0.01 10.03 0.03 -0.85 0.32 -0.44 0.03 -0.22 0.08 9.65 0.08 2.720532 0.15147 -179.4 80.4 30.0 1
8.68000 330956 1 1237669682260672658 357.746250 12595 174.7 2.5 0.28 0.14 0.42 0.01 13.94 0.01 Dprop Sloan 1.53 0.81 -22.72 0.12 1.01 0.16 10.94 0.12 11.10 0.01 "" "" 0.30 0.04 "" "" "" "" 10.33 0.05 -0.039335 0.15149 172.6 -6.8 26.4 1
8.68083 334707 1 1237679034014105857 351.443300 14962 208.5 2.1 0.21 0.11 0.88 0.01 15.82 0.01 Dprop Sloan 1.11 0.58 -20.92 0.04 0.72 0.04 10.02 0.03 10.25 0.01 "" "" -0.38 0.14 "" "" "" "" 9.98 0.05 -0.149343 0.15151 203.8 -30.7 31.5 1
8.68306 224978 1 1237658425173344263 180.437910 2192 34.1 2.1 0.07 0.03 0.68 0.01 15.45 0.01 Dprop Sloan 0.00 0.04 -17.25 0.14 0.54 0.08 8.43 0.08 8.67 0.05 "" "" -1.62 0.09 "" "" "" "" 8.30 0.08 -3.133950 0.15155 -33.7 -0.3 5.1 1
8.68333 9249 1 1237662263780704489 216.749160 1365 23.5 4.3 0.07 0.04 0.15 0.01 14.93 0.04 Dprop Sloan 0.00 0.00 -16.96 0.47 0.46 0.35 8.25 0.31 8.78 0.16 "" "" "" "" "" "" "" "" 9.19 0.17 -2.500199 0.15155 -18.6 -13.9 3.5 1
8.68556 230229 1 1237662236399042636 199.663760 7086 105.5 2.4 0.08 0.04 0.45 0.01 15.43 0.01 Dprop Sloan 0.75 0.41 -19.87 0.11 0.50 0.15 9.45 0.11 9.76 0.02 9.61 0.04 -0.90 0.10 -0.33 0.03 -0.50 0.04 9.61 0.06 -2.798395 0.15159 -98.2 -35.1 15.9 1
8.68750 715103 1 1237661950813208794 235.489170 11118 160.7 2.4 0.12 0.06 0.81 0.01 15.97 0.01 Dprop Sloan 0.83 0.47 -20.17 0.05 0.79 0.05 9.77 0.04 9.95 0.01 9.88 0.04 "" "" "" "" -0.46 0.10 9.66 0.06 -2.173124 0.15163 -90.0 -130.9 24.3 1
8.68750 332136 1 1237678905703072037 346.833340 6186 88.6 2.3 0.14 0.07 0.43 0.01 15.35 0.01 Dprop Sloan 0.60 0.37 -19.60 0.13 0.68 0.16 9.46 0.12 9.70 0.02 "" "" "" "" "" "" "" "" 9.21 0.07 -0.229802 0.15163 85.3 -20.0 13.4 1
8.68750 715103 1 1237661950813208794 235.489170 11118 160.7 2.4 0.12 0.06 0.81 0.01 15.97 0.01 Dprop Sloan 0.83 0.47 -20.17 0.05 0.79 0.05 9.77 0.04 9.95 0.01 9.88 0.04 "" "" "" "" -0.46 0.10 9.66 0.06 -2.173124 0.15163 -90.0 -130.9 24.3 1
8.68750 332136 1 1237678905703072037 346.833340 6186 88.6 2.3 0.14 0.07 0.43 0.01 15.35 0.01 Dprop Sloan 0.60 0.37 -19.60 0.13 0.68 0.16 9.46 0.12 9.70 0.02 "" "" "" "" "" "" "" "" 9.21 0.07 -0.229802 0.15163 85.3 -20.0 13.4 1
8.68917 192510 1 1237661063877099848 144.358750 3308 50.3 2.1 0.13 0.07 0.55 0.02 16.79 0.01 Dprop Sloan 0.00 0.00 -16.79 0.12 0.53 0.11 8.23 0.09 8.52 0.04 8.18 0.09 "" "" "" "" -1.41 0.15 8.46 0.08 2.519535 0.15165 -40.4 29.0 7.6 1
8.69083 124126 0 "" 34.154170 9981 138.9 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.85 0.05 0.596103 0.15168 113.6 77.1 21.0 1
8.69250 124119 1 1237678906259341353 31.651250 5507 76.5 2.3 0.30 0.15 0.36 0.01 15.88 0.01 Dprop Sloan 0.36 0.25 -18.81 0.15 0.38 0.19 8.94 0.15 9.32 0.03 "" "" -2.04 0.43 "" "" "" "" 9.63 0.05 0.552419 0.15171 64.4 39.7 11.6 1
8.69306 230435 1 1237662262701261047 203.647920 7712 114.3 2.3 0.08 0.04 0.52 0.01 14.86 0.01 Dprop Sloan 0.94 0.52 -20.62 0.10 0.65 0.12 9.85 0.10 10.07 0.02 9.96 0.02 -0.99 0.16 -0.32 0.03 -0.51 0.05 9.19 0.10 -2.728859 0.15172 -103.5 -45.3 17.3 1
8.69444 103014 1 1237669682262573108 2.149170 5116 72.2 2.3 0.59 0.30 0.46 0.01 15.21 0.01 Dprop Sloan 0.61 0.36 -19.51 0.14 0.57 0.15 9.35 0.12 9.63 0.03 "" "" -1.41 0.19 "" "" "" "" 9.22 0.06 0.037510 0.15175 71.3 2.7 10.9 1
8.69444 114735 1 1237678905178521782 15.225830 14301 199.6 2.3 0.12 0.06 0.46 0.01 16.54 0.01 Dprop Sloan 0.80 0.45 -20.17 0.10 0.71 0.15 9.71 0.11 9.88 0.01 "" "" "" "" "" "" "" "" 10.19 0.05 0.265741 0.15175 190.4 51.8 30.2 1
8.69444 322234 1 1237678905702023543 344.313750 6819 92.2 2.4 0.17 0.09 0.76 0.02 16.14 0.01 Dprop Sloan 0.37 0.27 -18.81 0.07 0.70 0.06 9.16 0.05 9.31 0.02 "" "" "" "" "" "" "" "" 9.15 0.06 -0.273777 0.15175 87.7 -24.6 13.9 1
8.69444 103014 1 1237669682262573108 2.149170 5116 72.2 2.3 0.59 0.30 0.46 0.01 15.21 0.01 Dprop Sloan 0.61 0.36 -19.51 0.14 0.57 0.15 9.35 0.12 9.63 0.03 "" "" -1.41 0.19 "" "" "" "" 9.22 0.06 0.037510 0.15175 71.3 2.7 10.9 1
8.69444 114735 1 1237678905178521782 15.225830 14301 199.6 2.3 0.12 0.06 0.46 0.01 16.54 0.01 Dprop Sloan 0.80 0.45 -20.17 0.10 0.71 0.15 9.71 0.11 9.88 0.01 "" "" "" "" "" "" "" "" 10.19 0.05 0.265741 0.15175 190.4 51.8 30.2 1
8.69444 322234 1 1237678905702023543 344.313750 6819 92.2 2.4 0.17 0.09 0.76 0.02 16.14 0.01 Dprop Sloan 0.37 0.27 -18.81 0.07 0.70 0.06 9.16 0.05 9.31 0.02 "" "" "" "" "" "" "" "" 9.15 0.06 -0.273777 0.15175 87.7 -24.6 13.9 1
8.69444 103014 1 1237669682262573108 2.149170 5116 72.2 2.3 0.59 0.30 0.46 0.01 15.21 0.01 Dprop Sloan 0.61 0.36 -19.51 0.14 0.57 0.15 9.35 0.12 9.63 0.03 "" "" -1.41 0.19 "" "" "" "" 9.22 0.06 0.037510 0.15175 71.3 2.7 10.9 1
8.69444 114735 1 1237678905178521782 15.225830 14301 199.6 2.3 0.12 0.06 0.46 0.01 16.54 0.01 Dprop Sloan 0.80 0.45 -20.17 0.10 0.71 0.15 9.71 0.11 9.88 0.01 "" "" "" "" "" "" "" "" 10.19 0.05 0.265741 0.15175 190.4 51.8 30.2 1
