# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
9.38778 210391 1 1237658492276178971 172.623340 6141 92.8 2.2 0.15 0.07 0.21 0.01 15.12 0.01 Dprop Sloan 0.73 0.42 -20.08 0.21 0.61 0.29 9.61 0.22 9.94 0.02 9.78 0.03 -1.20 0.20 -0.60 0.03 -0.56 0.11 9.62 0.05 3.012846 0.16385 -90.8 11.8 15.1 1
9.38778 250160 1 1237662199357243420 227.486240 9522 138.5 2.2 0.13 0.07 0.52 0.01 14.57 0.01 Dprop Sloan 1.14 0.63 -21.39 0.09 0.89 0.13 10.33 0.10 10.73 0.01 10.70 0.03 -0.22 0.03 0.01 0.02 -0.10 0.16 9.86 0.06 -2.312801 0.16385 -92.3 -100.7 22.6 1
9.39056 249207 1 1237662198819061956 224.410000 9223 134.5 2.2 0.13 0.07 0.43 0.01 16.51 0.01 Dprop Sloan 0.68 0.33 -19.32 0.12 0.28 0.16 9.07 0.12 9.53 0.02 9.15 0.03 -1.21 0.26 -0.35 0.04 -0.38 0.01 9.49 0.06 -2.366492 0.16390 -94.8 -92.9 21.9 1
9.39083 103673 1 1237678832683188498 13.571250 5226 73.0 2.2 0.21 0.11 0.49 0.01 16.40 0.02 Dprop Sloan 0.17 0.15 -18.07 0.12 0.53 0.14 8.75 0.11 9.04 0.03 "" "" -2.02 0.48 "" "" "" "" 9.34 0.05 0.236863 0.16390 70.0 16.9 11.9 1
9.39333 334674 1 1237679035086209202 347.565830 3865 55.8 2.3 0.16 0.08 0.38 0.01 15.86 0.01 Dprop Sloan 0.17 0.14 -18.02 0.16 0.46 0.18 8.68 0.14 9.04 0.04 "" "" -2.36 0.55 "" "" "" "" 9.02 0.06 -0.217017 0.16394 53.8 -11.9 9.1 1
9.39639 250807 1 1237661950811504853 231.592500 9693 140.7 2.4 0.13 0.07 0.45 0.01 14.05 0.01 Dprop Sloan 1.32 0.71 -22.01 0.11 0.93 0.15 10.60 0.11 10.77 0.01 10.87 0.02 -0.04 0.03 0.11 0.04 0.09 0.08 10.18 0.05 -2.241134 0.16400 -86.2 -108.8 23.0 1
9.39694 249185 1 1237662239091917655 219.535830 8947 130.9 2.2 0.12 0.06 0.22 0.02 18.93 0.03 Dprop Sloan 0.00 0.00 -16.72 0.20 0.42 0.29 8.13 0.22 8.39 0.04 "" "" "" "" "" "" "" "" 9.80 0.05 -2.451562 0.16401 -99.6 -82.2 21.4 1
9.39694 735014 1 1237662236933750932 194.636660 13649 199.5 2.3 0.07 0.04 0.31 0.01 16.36 0.01 Dprop Sloan 0.84 0.48 -20.41 0.15 0.73 0.22 9.82 0.16 10.09 0.01 "" "" -0.81 0.28 "" "" "" "" 9.90 0.06 -2.886135 0.16401 -190.4 -49.7 32.6 1
9.39694 249185 1 1237662239091917655 219.535830 8947 130.9 2.2 0.12 0.06 0.22 0.02 18.93 0.03 Dprop Sloan 0.00 0.00 -16.72 0.20 0.42 0.29 8.13 0.22 8.39 0.04 "" "" "" "" "" "" "" "" 9.80 0.05 -2.451562 0.16401 -99.6 -82.2 21.4 1
9.39694 735014 1 1237662236933750932 194.636660 13649 199.5 2.3 0.07 0.04 0.31 0.01 16.36 0.01 Dprop Sloan 0.84 0.48 -20.41 0.15 0.73 0.22 9.82 0.16 10.09 0.01 "" "" -0.81 0.28 "" "" "" "" 9.90 0.06 -2.886135 0.16401 -190.4 -49.7 32.6 1
9.39972 233795 1 1237662263236493537 199.781250 9632 141.9 2.2 0.08 0.04 0.94 0.02 16.15 0.01 Dprop Sloan 0.73 0.40 -19.67 0.04 0.58 0.03 9.42 0.03 9.78 0.01 9.56 0.05 -1.07 0.21 "" "" -0.38 0.06 9.68 0.06 -2.796345 0.16406 -131.7 -47.4 23.2 1
9.40111 180241 1 1237671124293452190 125.869160 8046 118.7 2.2 0.09 0.04 0.25 0.01 14.75 0.01 Dprop Sloan 0.94 0.55 -20.99 0.18 0.85 0.26 10.14 0.19 10.60 0.02 10.28 0.06 0.61 0.02 0.51 0.03 0.10 0.20 9.89 0.05 2.196831 0.16408 -68.6 94.9 19.4 1
9.40444 224955 1 1237660613444632687 188.144590 11955 175.5 2.3 0.08 0.04 0.45 0.01 15.15 0.01 Dprop Sloan 1.19 0.62 -21.33 0.11 0.54 0.15 10.06 0.11 10.47 0.01 10.28 0.05 0.29 0.02 0.38 0.02 0.41 0.06 10.09 0.06 -2.999443 0.16414 -171.4 -24.5 28.7 1
9.40500 191900 1 1237661065486336299 141.153340 9024 133.4 2.4 0.17 0.09 0.49 0.01 17.11 0.01 Dprop Sloan 0.42 0.24 -18.68 0.10 0.29 0.13 8.83 0.10 9.35 0.02 8.94 0.07 -0.69 0.12 -0.01 0.02 -0.43 0.09 9.44 0.07 2.463591 0.16415 -102.5 82.5 21.8 1
9.40611 224389 1 1237660613441224922 180.254580 3304 49.6 2.3 0.07 0.03 0.76 0.03 16.67 0.01 Dprop Sloan 0.00 0.00 -16.84 0.11 0.50 0.06 8.23 0.06 8.48 0.04 8.35 0.05 -2.13 0.34 -1.37 0.05 -1.53 0.06 8.72 0.07 -3.137149 0.16417 -48.9 -0.2 8.1 1
9.40667 334757 1 1237672764984721486 354.580410 11919 165.0 2.3 0.35 0.18 0.58 0.04 18.00 0.03 Dprop Sloan 0.42 0.19 -18.32 0.09 0.35 0.11 8.72 0.09 9.10 0.03 "" "" -1.37 0.49 "" "" "" "" 9.67 0.06 -0.094590 0.16418 162.1 -15.4 27.0 1
9.40722 124136 0 "" 36.804580 8695 120.7 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.63 0.06 0.642361 0.16419 95.3 71.3 19.7 1
9.40722 6474 1 1237658492275916842 172.100010 1716 37.0 7.5 0.11 0.05 0.32 0.01 11.94 0.01 Dprop Sloan 0.98 0.59 -21.25 0.46 1.00 0.21 10.35 0.24 9.68 0.18 "" "" -1.08 0.18 -0.47 0.18 "" "" 9.60 0.18 3.003712 0.16419 -36.2 5.0 6.0 1
9.40722 124136 0 "" 36.804580 8695 120.7 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.63 0.06 0.642361 0.16419 95.3 71.3 19.7 1
9.40722 6474 1 1237658492275916842 172.100010 1716 37.0 7.5 0.11 0.05 0.32 0.01 11.94 0.01 Dprop Sloan 0.98 0.59 -21.25 0.46 1.00 0.21 10.35 0.24 9.68 0.18 "" "" -1.08 0.18 -0.47 0.18 "" "" 9.60 0.18 3.003712 0.16419 -36.2 5.0 6.0 1
9.40889 713646 1 1237662263776444563 206.887080 11396 166.7 2.3 0.11 0.06 0.23 0.01 15.92 0.01 Dprop Sloan 0.91 0.49 -20.56 0.20 0.31 0.28 9.59 0.21 9.96 0.01 9.61 0.05 -0.34 0.07 -0.08 0.03 -0.16 0.06 9.83 0.06 -2.672325 0.16422 -146.7 -74.4 27.3 1
9.40944 132128 0 "" 45.599170 10979 154.0 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.99 0.05 0.795856 0.16423 106.3 108.5 25.2 1
9.41111 114030 1 1237678906794377288 27.387500 9466 131.1 2.2 0.20 0.10 0.34 0.01 17.00 0.01 Dprop Sloan 0.50 0.25 -18.81 0.15 0.07 0.20 8.73 0.15 9.23 0.02 "" "" "" "" "" "" "" "" 9.92 0.05 0.478002 0.16425 114.8 59.5 21.4 1
9.41278 230801 1 1237662238013456626 208.536650 6857 101.8 2.2 0.11 0.06 0.81 0.01 15.05 0.01 Dprop Sloan 0.85 0.46 -20.09 0.06 0.65 0.05 9.64 0.04 9.90 0.02 9.74 0.03 -0.80 0.09 -0.28 0.03 -0.50 0.06 9.62 0.05 -2.643534 0.16428 -88.2 -48.0 16.6 1
9.41333 4184 1 1237670965913780341 120.602500 4702 68.2 4.5 0.08 0.04 0.81 0.01 11.20 0.01 Dprop Sloan 1.63 0.90 -23.09 0.15 1.24 0.05 11.25 0.07 10.53 0.06 "" "" -1.08 0.09 -0.45 0.06 "" "" 8.81 0.09 2.104911 0.16429 -34.3 57.9 11.2 1
9.41361 192292 1 1237664285636231413 135.665420 16458 239.4 2.4 0.14 0.07 0.34 0.01 17.64 0.02 Dprop Sloan 0.79 0.35 -19.49 0.14 -0.03 0.20 8.93 0.15 9.43 0.02 9.03 0.10 -0.79 0.32 0.06 0.03 0.07 0.10 10.06 0.06 2.367808 0.16430 -168.9 165.1 39.2 1
9.41417 220369 1 1237660613443256409 184.887080 7410 110.7 2.3 0.07 0.04 0.61 0.01 13.48 0.01 Dprop Sloan 1.31 0.72 -21.93 0.08 1.08 0.10 10.68 0.08 10.73 0.02 10.85 0.02 -0.21 0.04 -0.14 0.04 -0.26 0.07 9.68 0.06 -3.056297 0.16431 -108.8 -9.3 18.1 1
9.41444 124160 0 "" 41.120420 11237 157.3 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.89 0.05 0.717687 0.16431 116.9 102.1 25.7 1
9.41528 224482 1 1237660613445484703 190.091260 8317 123.5 2.4 0.06 0.03 0.22 0.01 17.33 0.01 Dprop Sloan 0.28 0.17 -18.27 0.20 0.34 0.28 8.69 0.21 9.07 0.02 8.80 0.07 -1.70 0.52 -0.84 0.04 -0.75 0.08 9.35 0.07 -2.965467 0.16433 -120.0 -21.3 20.2 1
9.41556 213629 1 1237660613439717428 176.750840 10492 154.9 2.3 0.10 0.05 0.33 0.01 15.06 0.01 Dprop Sloan 1.08 0.59 -21.23 0.15 0.83 0.21 10.22 0.16 10.69 0.01 10.50 0.07 0.57 0.02 "" "" 0.63 0.08 10.02 0.05 3.084884 0.16433 -152.6 8.7 25.3 1
9.41583 219355 2 1237660613440700941 179.017070 5376 78.9 2.5 0.13 0.06 0.63 0.12 18.80 0.07 Dprop Sloan "" "" "" "" "" "" "" "" 8.06 0.05 "" "" -1.91 0.41 "" "" "" "" 8.97 0.06 3.124437 0.16434 -77.8 1.3 12.9 1
9.41778 244930 1 1237662198280880367 221.416260 7245 106.5 2.3 0.09 0.05 0.45 0.01 16.65 0.01 Dprop Sloan 0.36 0.23 -18.62 0.12 0.31 0.15 8.82 0.12 9.18 0.02 8.79 0.04 -1.18 0.16 -0.61 0.03 -0.67 0.04 9.32 0.06 -2.418743 0.16437 -78.8 -69.5 17.4 1
9.41833 111826 2 1237678906254492104 20.517080 5713 79.7 2.2 0.16 0.08 0.55 0.09 18.20 0.11 Dprop Sloan "" "" "" "" "" "" "" "" 8.32 0.04 "" "" -1.27 0.14 "" "" "" "" 9.11 0.07 0.358091 0.16438 73.6 27.6 13.0 1
9.41917 208364 1 1237658492809380100 164.170840 6255 94.4 2.2 0.10 0.05 0.93 0.03 16.63 0.01 Dprop Sloan 0.28 0.19 -18.30 0.05 0.62 0.03 8.91 0.03 9.09 0.02 9.09 0.05 -2.18 0.84 -0.89 0.03 -0.81 0.06 9.47 0.05 2.865322 0.16440 -89.6 25.4 15.4 1
9.42000 7561 1 1237662236930342972 186.799580 437 16.4 1.2 0.07 0.04 0.43 0.01 11.75 0.01 Dprop Sloan 0.52 0.35 -19.49 0.19 0.79 0.16 9.50 0.14 "" "" "" "" "" "" "" "" "" "" 8.34 0.08 -3.022918 0.16441 -16.1 -1.9 2.7 1
9.42028 8956 1 1237662238014439430 210.732090 5995 88.0 4.3 0.11 0.06 0.81 0.01 12.31 0.01 Dprop Sloan 1.47 0.82 -22.54 0.11 1.21 0.05 11.02 0.06 11.01 0.04 "" "" -0.15 0.05 "" "" "" "" 9.53 0.07 -2.605216 0.16441 -74.6 -44.4 14.4 1
9.42083 220645 1 1237660613444239402 187.228740 1088 16.4 1.1 0.07 0.03 0.93 0.01 15.53 0.01 Dprop Sloan 0.00 0.00 -15.57 0.15 0.60 0.03 7.80 0.06 8.09 0.06 "" "" -2.56 0.12 -2.17 0.06 "" "" 7.83 0.08 -3.015427 0.16442 -16.1 -2.0 2.7 1
9.42222 120629 0 "" 44.166670 7385 110.9 4.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.00 0.06 0.770854 0.16445 78.5 76.2 18.2 1
9.42556 244301 1 1237662264854249737 216.457920 9086 133.1 2.3 0.08 0.04 0.39 0.01 15.80 0.01 Dprop Sloan 0.74 0.43 -20.04 0.13 0.70 0.18 9.65 0.13 9.87 0.02 9.80 0.03 -0.66 0.07 -0.42 0.04 -0.48 0.07 9.53 0.06 -2.505282 0.16451 -105.6 -78.0 21.8 1
9.42806 192439 1 1237660669278552260 149.433330 12531 183.8 2.5 0.14 0.07 0.37 0.01 15.91 0.01 Dprop Sloan 1.02 0.52 -20.71 0.14 0.41 0.19 9.72 0.14 10.09 0.01 9.78 0.04 -0.25 0.09 0.14 0.03 -0.03 0.05 9.84 0.07 2.608104 0.16455 -156.1 92.2 30.1 1
9.43306 213149 1 1237660613441028265 179.700000 5289 77.6 2.1 0.07 0.04 0.60 0.03 17.34 0.02 Dprop Sloan 0.00 0.02 -17.15 0.09 0.67 0.10 8.48 0.08 8.70 0.03 8.59 0.07 -1.74 0.32 -1.48 0.08 -1.41 0.15 9.10 0.07 3.136357 0.16464 -76.5 0.4 12.7 1
9.43333 713154 1 1237658492286533730 196.585010 10170 149.7 2.3 0.09 0.05 0.69 0.02 16.89 0.01 Dprop Sloan 0.58 0.31 -19.08 0.06 0.43 0.08 9.09 0.06 9.31 0.02 9.15 0.05 -0.59 0.11 -0.24 0.03 -0.41 0.06 9.54 0.07 -2.852130 0.16464 -141.5 -42.2 24.5 1
9.43333 233814 1 1237662263775789142 205.466250 11594 169.6 2.4 0.08 0.04 0.88 0.01 15.10 0.01 Dprop Sloan 1.16 0.61 -21.12 0.04 0.84 0.04 10.19 0.03 10.39 0.01 10.37 0.04 -0.01 0.04 0.16 0.03 0.12 0.07 9.86 0.06 -2.697123 0.16464 -151.1 -71.9 27.8 1
9.43333 713154 1 1237658492286533730 196.585010 10170 149.7 2.3 0.09 0.05 0.69 0.02 16.89 0.01 Dprop Sloan 0.58 0.31 -19.08 0.06 0.43 0.08 9.09 0.06 9.31 0.02 9.15 0.05 -0.59 0.11 -0.24 0.03 -0.41 0.06 9.54 0.07 -2.852130 0.16464 -141.5 -42.2 24.5 1
9.43333 233814 1 1237662263775789142 205.466250 11594 169.6 2.4 0.08 0.04 0.88 0.01 15.10 0.01 Dprop Sloan 1.16 0.61 -21.12 0.04 0.84 0.04 10.19 0.03 10.39 0.01 10.37 0.04 -0.01 0.04 0.16 0.03 0.12 0.07 9.86 0.06 -2.697123 0.16464 -151.1 -71.9 27.8 1
9.43472 120568 0 "" 43.352080 7454 103.4 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.66 0.05 0.756637 0.16467 74.2 70.0 16.9 1
9.43611 7587 1 1237660613444174023 187.066240 353 16.4 1.2 0.08 0.04 0.33 0.01 12.42 0.01 Dprop Sloan 0.21 0.25 -18.81 0.22 1.17 0.21 9.49 0.17 9.46 0.06 "" "" -1.53 0.07 -1.34 0.07 "" "" 7.71 0.09 -3.018263 0.16469 -16.1 -2.0 2.7 1
9.43667 227925 1 1237660613445550342 190.160000 8436 125.2 2.3 0.06 0.03 0.20 0.03 18.53 0.03 Dprop Sloan 0.00 0.00 -16.99 0.22 0.17 0.30 8.06 0.23 8.54 0.03 "" "" "" "" "" "" "" "" 9.58 0.06 -2.964267 0.16470 -121.6 -21.8 20.5 1
9.43972 8944 1 1237662238014308394 210.547090 6237 88.0 4.3 0.10 0.05 0.73 0.01 12.74 0.01 Dprop Sloan 1.44 0.75 -22.14 0.11 0.90 0.07 10.63 0.07 10.89 0.04 "" "" 0.53 0.04 "" "" "" "" 9.88 0.06 -2.608445 0.16475 -74.8 -44.1 14.4 1
9.44389 203170 1 1237660584982151280 154.432920 11854 174.2 2.2 0.14 0.07 0.89 0.02 16.22 0.01 Dprop Sloan 0.88 0.46 -20.08 0.04 0.65 0.04 9.64 0.03 9.91 0.01 9.73 0.04 -0.62 0.18 -0.18 0.03 -0.28 0.04 9.89 0.05 2.695363 0.16483 -155.0 74.2 28.6 1
9.44611 190408 1 1237661064950972522 144.580410 5514 81.1 2.1 0.13 0.07 0.38 0.01 13.87 0.01 Dprop Sloan 0.92 0.56 -20.98 0.14 0.98 0.18 10.23 0.14 10.42 0.02 10.45 0.03 -0.55 0.04 "" "" -0.87 0.18 9.15 0.06 2.523404 0.16487 -65.2 46.4 13.3 1
9.44667 258136 1 1237662636372787268 233.822910 2836 43.8 2.3 0.12 0.06 0.38 0.02 17.12 0.01 Dprop Sloan 0.00 0.00 -16.15 0.17 1.82 0.18 8.88 0.14 8.44 0.05 "" "" -1.53 0.11 "" "" "" "" 8.65 0.07 -2.202206 0.16488 -25.5 -34.9 7.2 1
9.44722 225850 1 1237662236933226648 193.509170 1815 16.4 2.3 0.08 0.04 0.32 0.01 16.63 0.02 Dprop Sloan 0.00 0.00 -14.48 0.34 0.46 0.21 7.26 0.20 7.52 0.12 "" "" -3.46 0.61 -2.96 0.15 "" "" 8.21 0.13 -2.905813 0.16489 -15.7 -3.8 2.7 1
9.44750 714750 1 1237661950273257808 228.487080 10469 152.0 2.2 0.12 0.06 0.72 0.01 15.38 0.01 Dprop Sloan 0.94 0.54 -20.67 0.06 0.80 0.07 9.98 0.05 10.28 0.01 10.07 0.05 0.23 0.02 0.26 0.02 0.14 0.12 9.47 0.07 -2.295333 0.16489 -99.4 -112.3 24.9 1
9.44750 8965 1 1237662264315019605 210.846660 4640 65.8 4.3 0.09 0.05 0.96 0.01 12.98 0.01 Dprop Sloan 1.19 0.62 -21.17 0.14 0.86 0.03 10.22 0.06 10.41 0.06 "" "" -0.23 0.06 "" "" "" "" 9.89 0.07 -2.603217 0.16489 -55.7 -33.3 10.8 1
9.44750 715001 1 1237662635835195493 232.155840 9882 143.3 2.4 0.12 0.06 0.26 0.01 16.16 0.01 Dprop Sloan 0.70 0.40 -19.91 0.18 0.46 0.25 9.43 0.19 9.56 0.02 9.58 0.05 "" "" "" "" -0.32 0.08 9.79 0.06 -2.231302 0.16489 -86.7 -111.6 23.5 1
9.44750 714750 1 1237661950273257808 228.487080 10469 152.0 2.2 0.12 0.06 0.72 0.01 15.38 0.01 Dprop Sloan 0.94 0.54 -20.67 0.06 0.80 0.07 9.98 0.05 10.28 0.01 10.07 0.05 0.23 0.02 0.26 0.02 0.14 0.12 9.47 0.07 -2.295333 0.16489 -99.4 -112.3 24.9 1
9.44750 8965 1 1237662264315019605 210.846660 4640 65.8 4.3 0.09 0.05 0.96 0.01 12.98 0.01 Dprop Sloan 1.19 0.62 -21.17 0.14 0.86 0.03 10.22 0.06 10.41 0.06 "" "" -0.23 0.06 "" "" "" "" 9.89 0.07 -2.603217 0.16489 -55.7 -33.3 10.8 1
9.44750 715001 1 1237662635835195493 232.155840 9882 143.3 2.4 0.12 0.06 0.26 0.01 16.16 0.01 Dprop Sloan 0.70 0.40 -19.91 0.18 0.46 0.25 9.43 0.19 9.56 0.02 9.58 0.05 "" "" "" "" -0.32 0.08 9.79 0.06 -2.231302 0.16489 -86.7 -111.6 23.5 1
9.44750 714750 1 1237661950273257808 228.487080 10469 152.0 2.2 0.12 0.06 0.72 0.01 15.38 0.01 Dprop Sloan 0.94 0.54 -20.67 0.06 0.80 0.07 9.98 0.05 10.28 0.01 10.07 0.05 0.23 0.02 0.26 0.02 0.14 0.12 9.47 0.07 -2.295333 0.16489 -99.4 -112.3 24.9 1
9.44750 8965 1 1237662264315019605 210.846660 4640 65.8 4.3 0.09 0.05 0.96 0.01 12.98 0.01 Dprop Sloan 1.19 0.62 -21.17 0.14 0.86 0.03 10.22 0.06 10.41 0.06 "" "" -0.23 0.06 "" "" "" "" 9.89 0.07 -2.603217 0.16489 -55.7 -33.3 10.8 1
9.44750 715001 1 1237662635835195493 232.155840 9882 143.3 2.4 0.12 0.06 0.26 0.01 16.16 0.01 Dprop Sloan 0.70 0.40 -19.91 0.18 0.46 0.25 9.43 0.19 9.56 0.02 9.58 0.05 "" "" "" "" -0.32 0.08 9.79 0.06 -2.231302 0.16489 -86.7 -111.6 23.5 1
9.44833 569 1 1237678832683253910 13.806250 13347 185.9 2.2 0.22 0.11 0.61 0.01 14.42 0.01 Dprop Sloan 1.43 0.76 -22.21 0.07 0.86 0.10 10.63 0.07 10.80 0.01 "" "" 0.20 0.04 0.29 0.04 "" "" 10.01 0.07 0.240965 0.16490 178.1 43.8 30.5 1
9.44944 9708 1 1237662199356850419 226.635420 8414 122.8 2.1 0.11 0.06 0.77 0.01 14.16 0.01 Dprop Sloan 1.26 0.65 -21.42 0.05 0.68 0.06 10.19 0.05 10.48 0.01 10.33 0.03 -0.05 0.03 0.30 0.02 0.16 0.05 10.03 0.05 -2.327651 0.16492 -83.2 -88.1 20.2 1
9.44944 258144 1 1237662533822448083 235.176670 13232 190.9 2.1 0.13 0.07 0.57 0.02 17.52 0.02 Dprop Sloan 0.60 0.29 -19.02 0.08 0.31 0.11 8.97 0.08 9.42 0.02 "" "" "" "" "" "" "" "" 9.98 0.05 -2.178578 0.16492 -107.5 -154.6 31.3 1
9.44944 9708 1 1237662199356850419 226.635420 8414 122.8 2.1 0.11 0.06 0.77 0.01 14.16 0.01 Dprop Sloan 1.26 0.65 -21.42 0.05 0.68 0.06 10.19 0.05 10.48 0.01 10.33 0.03 -0.05 0.03 0.30 0.02 0.16 0.05 10.03 0.05 -2.327651 0.16492 -83.2 -88.1 20.2 1
9.44944 258144 1 1237662533822448083 235.176670 13232 190.9 2.1 0.13 0.07 0.57 0.02 17.52 0.02 Dprop Sloan 0.60 0.29 -19.02 0.08 0.31 0.11 8.97 0.08 9.42 0.02 "" "" "" "" "" "" "" "" 9.98 0.05 -2.178578 0.16492 -107.5 -154.6 31.3 1
9.45111 120589 0 "" 43.635000 8163 110.9 4.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.50 0.07 0.761574 0.16495 79.2 75.5 18.2 1
9.45222 713608 1 1237662263776051295 205.986660 11590 169.5 2.3 0.08 0.04 0.73 0.01 14.93 0.01 Dprop Sloan 1.16 0.64 -21.34 0.05 0.93 0.07 10.34 0.05 10.55 0.01 "" "" 0.26 0.02 "" "" "" "" 9.95 0.06 -2.688040 0.16497 -150.3 -73.3 27.8 1
9.45389 252366 1 1237662199356784976 226.499980 8518 124.3 2.2 0.12 0.06 0.16 0.01 15.51 0.01 Dprop Sloan 0.70 0.45 -20.38 0.24 0.91 0.33 9.94 0.25 10.30 0.02 10.15 0.03 0.40 0.02 "" "" 0.40 0.05 9.89 0.05 -2.330015 0.16500 -84.4 -88.9 20.4 1
9.45500 334794 1 1237679318015475903 359.689580 5057 71.6 2.3 0.26 0.14 0.70 0.04 16.58 0.04 Dprop Sloan 0.16 0.12 -17.85 0.10 0.42 0.09 8.58 0.07 8.94 0.03 "" "" -1.53 0.22 "" "" "" "" 9.05 0.06 -0.005418 0.16502 70.6 -0.4 11.8 1
9.45611 188856 1 1237670596010049950 121.275000 9047 132.7 2.2 0.07 0.04 0.40 0.01 16.12 0.01 Dprop Sloan 0.66 0.38 -19.68 0.13 0.56 0.17 9.41 0.13 9.68 0.01 9.58 0.03 -1.29 0.34 "" "" -0.57 0.07 9.99 0.05 2.116648 0.16504 -68.0 111.9 21.8 1
9.45778 224412 1 1237660613442863276 183.940000 9758 144.2 2.5 0.05 0.03 0.51 0.02 16.98 0.01 Dprop Sloan 0.49 0.28 -18.92 0.10 0.49 0.13 9.06 0.10 9.31 0.02 9.11 0.06 -1.43 0.45 "" "" -0.62 0.08 9.51 0.07 -3.072827 0.16507 -141.9 -9.8 23.7 1
9.45917 714312 3 "" 222.099170 8503 124.4 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.62 0.06 -2.406824 0.16509 -91.0 -82.3 20.4 1
9.46028 5473 1 1237658493877944483 152.187500 7815 116.5 2.4 0.12 0.06 0.34 0.01 13.42 0.01 Dprop Sloan 1.36 0.75 -22.32 0.15 0.85 0.20 10.67 0.15 10.94 0.02 10.86 0.05 0.59 0.02 "" "" 0.36 0.16 9.99 0.05 2.656173 0.16511 -101.6 53.6 19.1 1
9.46306 322173 1 1237679035619606794 339.506230 10829 149.5 2.3 0.40 0.21 0.35 0.01 16.64 0.01 Dprop Sloan 0.66 0.37 -19.61 0.15 0.44 0.19 9.30 0.15 9.67 0.01 "" "" -0.98 0.22 "" "" "" "" 9.75 0.06 -0.357684 0.16516 138.1 -51.6 24.6 1
9.46361 220725 3 "" 187.829160 607 16.4 1.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 7.68 0.09 -3.004948 0.16517 -16.0 -2.2 2.7 1
9.46389 192365 1 1237661064950841589 144.287490 6719 100.6 2.3 0.12 0.06 0.43 0.01 16.63 0.01 Dprop Sloan 0.37 0.22 -18.52 0.12 0.47 0.16 8.89 0.12 9.14 0.02 8.98 0.06 -1.14 0.19 -0.77 0.05 -0.85 0.04 9.78 0.05 2.518292 0.16518 -80.6 57.9 16.5 1
9.46500 240493 1 1237661948658516340 218.848740 8138 119.4 2.3 0.10 0.05 0.56 0.01 14.15 0.01 Dprop Sloan 1.20 0.64 -21.45 0.09 0.72 0.11 10.24 0.09 10.44 0.02 10.30 0.03 -0.07 0.03 0.10 0.03 -0.03 0.08 9.69 0.06 -2.463554 0.16520 -91.7 -73.9 19.6 1
9.46694 226161 3 "" 187.607500 488 16.6 4.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.25 0.23 -3.008817 0.16523 -16.2 -2.2 2.7 1
9.46694 8967 1 1237662264315019604 210.862500 5639 78.7 15.1 0.09 0.05 0.27 0.01 13.38 0.01 Dprop Sloan 1.01 0.62 -21.50 0.45 1.06 0.24 10.50 0.25 10.70 0.17 "" "" 0.44 0.17 "" "" "" "" 10.25 0.17 -2.602940 0.16523 -66.6 -39.8 12.9 1
9.46694 226161 3 "" 187.607500 488 16.6 4.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.25 0.23 -3.008817 0.16523 -16.2 -2.2 2.7 1
9.46694 8967 1 1237662264315019604 210.862500 5639 78.7 15.1 0.09 0.05 0.27 0.01 13.38 0.01 Dprop Sloan 1.01 0.62 -21.50 0.45 1.06 0.24 10.50 0.25 10.70 0.17 "" "" 0.44 0.17 "" "" "" "" 10.25 0.17 -2.602940 0.16523 -66.6 -39.8 12.9 1
9.47111 241327 1 1237662264314954006 210.745830 6688 102.9 4.3 0.10 0.05 0.38 0.01 16.14 0.01 Dprop Sloan 0.52 0.30 -19.09 0.15 0.43 0.18 9.09 0.14 9.42 0.04 "" "" -1.51 0.29 "" "" "" "" 9.46 0.06 -2.604977 0.16530 -87.2 -51.9 16.9 1
