# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
7.67250 4177 1 1237671261192913195 120.533750 10015 146.5 2.4 0.08 0.04 0.36 0.01 13.93 0.01 Dprop Sloan 1.34 0.74 -22.26 0.14 0.97 0.19 10.73 0.14 10.97 0.01 "" "" 0.44 0.02 0.38 0.02 "" "" 10.16 0.05 2.103711 0.13391 -73.8 125.1 19.6 1
7.67250 716114 1 1237662237483597963 224.693330 16850 243.5 2.2 0.12 0.06 0.52 0.01 15.24 0.01 Dprop Sloan 1.35 0.71 -21.96 0.09 0.81 0.13 10.50 0.10 10.77 0.01 10.70 0.03 0.26 0.03 0.42 0.02 0.45 0.06 10.39 0.05 -2.361547 0.13391 -171.5 -169.7 32.5 1
7.67250 716276 1 1237662238021976127 228.133330 10317 149.9 2.3 0.12 0.06 0.62 0.02 16.85 0.01 Dprop Sloan 0.57 0.31 -19.16 0.07 0.36 0.09 9.06 0.07 9.32 0.02 9.08 0.07 -0.70 0.10 -0.26 0.02 -0.35 0.04 9.55 0.06 -2.301508 0.13391 -99.1 -110.6 20.0 1
7.67250 4177 1 1237671261192913195 120.533750 10015 146.5 2.4 0.08 0.04 0.36 0.01 13.93 0.01 Dprop Sloan 1.34 0.74 -22.26 0.14 0.97 0.19 10.73 0.14 10.97 0.01 "" "" 0.44 0.02 0.38 0.02 "" "" 10.16 0.05 2.103711 0.13391 -73.8 125.1 19.6 1
7.67250 716114 1 1237662237483597963 224.693330 16850 243.5 2.2 0.12 0.06 0.52 0.01 15.24 0.01 Dprop Sloan 1.35 0.71 -21.96 0.09 0.81 0.13 10.50 0.10 10.77 0.01 10.70 0.03 0.26 0.03 0.42 0.02 0.45 0.06 10.39 0.05 -2.361547 0.13391 -171.5 -169.7 32.5 1
7.67250 716276 1 1237662238021976127 228.133330 10317 149.9 2.3 0.12 0.06 0.62 0.02 16.85 0.01 Dprop Sloan 0.57 0.31 -19.16 0.07 0.36 0.09 9.06 0.07 9.32 0.02 9.08 0.07 -0.70 0.10 -0.26 0.02 -0.35 0.04 9.55 0.06 -2.301508 0.13391 -99.1 -110.6 20.0 1
7.67250 4177 1 1237671261192913195 120.533750 10015 146.5 2.4 0.08 0.04 0.36 0.01 13.93 0.01 Dprop Sloan 1.34 0.74 -22.26 0.14 0.97 0.19 10.73 0.14 10.97 0.01 "" "" 0.44 0.02 0.38 0.02 "" "" 10.16 0.05 2.103711 0.13391 -73.8 125.1 19.6 1
7.67250 716114 1 1237662237483597963 224.693330 16850 243.5 2.2 0.12 0.06 0.52 0.01 15.24 0.01 Dprop Sloan 1.35 0.71 -21.96 0.09 0.81 0.13 10.50 0.10 10.77 0.01 10.70 0.03 0.26 0.03 0.42 0.02 0.45 0.06 10.39 0.05 -2.361547 0.13391 -171.5 -169.7 32.5 1
7.67361 213841 1 1237658424096915522 174.212920 5406 79.3 2.3 0.12 0.06 0.35 0.01 17.21 0.03 Dprop Sloan 0.04 0.05 -17.37 0.15 0.32 0.20 8.33 0.15 8.57 0.03 8.29 0.04 -1.29 0.17 -1.01 0.05 -1.07 0.02 9.26 0.05 3.040589 0.13393 -78.2 7.9 10.6 1
7.67444 331412 1 1237669681183850851 350.745000 3477 48.1 9.3 0.35 0.18 0.50 0.04 17.80 0.03 Dprop Sloan 0.00 0.00 -15.79 0.43 0.69 0.14 7.95 0.20 7.75 0.17 "" "" "" "" "" "" "" "" 8.89 0.17 -0.161530 0.13394 47.0 -7.7 6.4 1
7.67833 114895 1 1237669767625769095 19.850830 2139 29.0 2.3 0.13 0.07 0.75 0.02 17.16 0.01 Dprop Sloan 0.00 0.00 -15.22 0.18 2.02 0.06 8.65 0.08 8.19 0.07 "" "" "" "" "" "" "" "" 8.41 0.08 0.346462 0.13401 27.0 9.8 3.9 1
7.67889 192653 1 1237660583369244762 149.370420 6495 97.6 2.5 0.11 0.05 0.83 0.02 16.65 0.01 Dprop Sloan 0.33 0.20 -18.37 0.06 0.44 0.05 8.81 0.04 9.21 0.02 9.02 0.08 -2.18 0.71 -0.69 0.03 -0.68 0.07 9.09 0.07 2.607006 0.13402 -83.2 49.3 13.0 1
7.67972 100024 2 1237669517979222060 1.169580 6227 88.1 2.3 0.32 0.16 0.23 0.11 19.59 0.09 Dprop Sloan "" "" "" "" "" "" "" "" 8.77 0.02 "" "" "" "" "" "" "" "" 9.84 0.05 0.020413 0.13404 87.3 1.8 11.8 1
7.68361 8946 1 1237661972807286794 210.573330 4591 41.9 8.3 0.09 0.05 0.44 0.01 12.93 0.01 Dprop Sloan 0.69 0.48 -20.40 0.44 1.10 0.16 10.08 0.21 10.24 0.17 10.48 0.03 0.19 0.17 0.13 0.17 0.03 0.24 8.95 0.18 -2.607987 0.13410 -35.8 -21.1 5.6 1
7.68528 191124 1 1237660413187129460 138.617510 9295 137.2 2.2 0.13 0.07 0.51 0.01 15.47 0.01 Dprop Sloan 0.94 0.49 -20.43 0.10 0.43 0.13 9.62 0.10 10.17 0.01 9.85 0.04 0.28 0.02 0.40 0.02 0.32 0.08 9.66 0.06 2.419332 0.13413 -102.0 89.9 18.3 1
7.68667 716139 1 1237662263784636706 225.836240 14326 207.3 2.3 0.11 0.06 0.20 0.01 16.75 0.01 Dprop Sloan 0.78 0.43 -20.19 0.21 0.38 0.30 9.49 0.22 9.91 0.01 9.61 0.06 -0.78 0.20 -0.25 0.02 -0.17 0.06 9.97 0.06 -2.341599 0.13416 -143.1 -147.4 27.7 1
7.68750 220483 2 1237661971722797509 185.817080 -324 16.4 1.2 0.07 0.04 0.40 0.09 18.25 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 6.76 0.15 "" "" "" "" "" "" "" "" 7.23 0.10 -3.040065 0.13417 -16.2 -1.6 2.2 1
7.68778 212919 1 1237658424095801547 171.786240 5679 86.2 2.4 0.27 0.14 0.18 0.01 15.71 0.01 Dprop Sloan 0.48 0.32 -19.34 0.24 0.67 0.32 9.36 0.24 9.67 0.02 9.48 0.03 -0.84 0.09 -0.64 0.03 -0.75 0.07 9.35 0.06 2.998235 0.13418 -84.5 12.2 11.5 1
7.68833 238632 1 1237662247131939062 207.952930 6792 100.9 2.1 0.09 0.05 0.29 0.01 16.74 0.02 Dprop Sloan 0.35 0.20 -18.43 0.17 0.28 0.23 8.72 0.17 9.02 0.02 8.81 0.06 -1.12 0.13 -0.49 0.03 -0.76 0.05 9.50 0.05 -2.653722 0.13419 -88.3 -46.9 13.5 1
7.68889 103360 1 1237669702660128947 12.987920 5222 73.0 2.3 0.18 0.10 0.22 0.01 15.18 0.01 Dprop Sloan 0.50 0.33 -19.45 0.21 0.71 0.28 9.43 0.21 9.73 0.03 "" "" -0.62 0.05 "" "" "" "" 9.53 0.05 0.226682 0.13420 70.5 16.3 9.8 1
7.68917 335024 1 1237669681187324207 358.781680 11897 164.8 2.4 0.17 0.09 0.58 0.01 16.72 0.01 Dprop Sloan 0.73 0.37 -19.54 0.08 0.37 0.10 9.23 0.08 9.52 0.02 "" "" "" "" "" "" "" "" 9.86 0.05 -0.021264 0.13420 163.3 -3.5 22.1 1
7.69028 232664 1 1237661976016453822 199.192500 14738 214.9 2.0 0.09 0.05 0.33 0.01 14.34 0.01 Dprop Sloan 1.44 0.80 -22.76 0.15 1.09 0.21 11.01 0.16 11.15 0.01 11.19 0.03 -0.18 0.09 -0.22 0.16 -1.66 0.80 9.97 0.08 -2.806620 0.13422 -201.1 -70.0 28.8 1
7.69083 219275 3 "" 171.282930 12396 182.2 2.1 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.83 0.06 2.989451 0.13423 -178.5 27.4 24.4 1
7.69111 120464 0 "" 40.929580 6435 88.7 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.63 0.05 0.714356 0.13424 66.4 57.6 11.9 1
7.69139 7385 1 1237661971722469381 185.031250 2613 24.2 1.8 0.10 0.05 0.84 0.01 12.61 0.01 Dprop Sloan 0.49 0.35 -19.39 0.16 0.85 0.05 9.50 0.07 9.62 0.06 "" "" -1.12 0.07 -0.68 0.07 "" "" 8.84 0.08 -3.053781 0.13424 -23.9 -2.1 3.2 1
7.69361 215654 1 1237658424098422901 177.764590 2754 41.8 2.4 0.04 0.02 0.60 0.02 16.77 0.01 Dprop Sloan 0.00 0.00 -16.36 0.14 0.22 0.10 7.84 0.09 8.16 0.05 "" "" "" "" "" "" "" "" 8.41 0.07 3.102577 0.13428 -41.4 1.6 5.6 1
7.69611 7626 1 1237661971723452464 187.377500 759 22.9 1.7 0.08 0.04 0.35 0.01 13.45 0.01 Dprop Sloan 0.22 0.21 -18.49 0.21 0.76 0.20 9.07 0.16 9.29 0.06 "" "" -1.39 0.07 -0.96 0.07 "" "" 8.46 0.08 -3.012831 0.13432 -22.5 -2.9 3.1 1
7.69611 311174 2 1237678846110532703 328.965820 7902 107.9 2.3 0.17 0.09 0.67 0.07 18.65 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 8.54 0.04 "" "" -1.47 0.47 "" "" "" "" 9.06 0.06 -0.541649 0.13432 91.6 -55.1 14.4 1
7.69611 7626 1 1237661971723452464 187.377500 759 22.9 1.7 0.08 0.04 0.35 0.01 13.45 0.01 Dprop Sloan 0.22 0.21 -18.49 0.21 0.76 0.20 9.07 0.16 9.29 0.06 "" "" -1.39 0.07 -0.96 0.07 "" "" 8.46 0.08 -3.012831 0.13432 -22.5 -2.9 3.1 1
7.69611 311174 2 1237678846110532703 328.965820 7902 107.9 2.3 0.17 0.09 0.67 0.07 18.65 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 8.54 0.04 "" "" -1.47 0.47 "" "" "" "" 9.06 0.06 -0.541649 0.13432 91.6 -55.1 14.4 1
7.69639 335106 3 "" 350.500000 12382 171.6 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.69 0.06 -0.165806 0.13433 167.7 -28.1 23.0 1
7.69667 716455 1 1237662199361700139 237.607090 10069 145.6 2.2 0.12 0.06 0.73 0.02 17.13 0.01 Dprop Sloan 0.38 0.26 -18.78 0.05 0.54 0.07 9.04 0.05 9.42 0.01 9.17 0.05 -0.83 0.14 -0.59 0.06 -0.51 0.05 9.69 0.07 -2.136159 0.13433 -77.3 -121.8 19.5 1
7.69806 101832 1 1237669702660063516 12.742920 5246 73.3 2.4 0.20 0.11 0.72 0.06 17.79 0.04 Dprop Sloan 0.00 0.00 -16.64 0.09 0.59 0.08 8.22 0.07 8.40 0.04 "" "" "" "" "" "" "" "" 8.66 0.10 0.222406 0.13436 70.9 16.0 9.8 1
7.69917 7718 1 1237661976011866148 188.512910 560 17.3 1.8 0.07 0.04 0.67 0.01 10.22 0.01 Dprop Sloan 1.21 0.60 -21.12 0.23 -1.97 0.08 8.22 0.11 9.97 0.09 "" "" -0.67 0.09 "" "" "" "" 7.15 0.13 -2.993014 0.13438 -17.0 -2.5 2.3 1
7.70000 195 1 1237669517980926146 5.083750 5713 67.6 13.1 0.18 0.09 0.27 0.01 13.99 0.01 Dprop Sloan 0.87 0.49 -20.53 0.45 0.55 0.24 9.75 0.25 10.17 0.17 "" "" -0.31 0.17 -0.13 0.17 "" "" 9.64 0.17 0.088728 0.13439 66.7 5.9 9.1 1
7.70194 8928 1 1237661972807155834 210.289580 6911 102.5 2.3 0.10 0.05 0.93 0.01 13.75 0.01 Dprop Sloan 1.32 0.65 -21.38 0.05 0.60 0.04 10.12 0.03 10.42 0.02 10.17 0.04 0.08 0.02 0.28 0.03 0.22 0.06 10.09 0.05 -2.612940 0.13442 -87.7 -51.2 13.7 1
7.70278 335026 1 1237669681187651715 359.506680 12102 167.7 2.3 0.16 0.08 0.98 0.01 15.57 0.01 Dprop Sloan 0.99 0.55 -20.64 0.04 0.79 0.03 9.96 0.03 10.16 0.01 "" "" -0.24 0.07 "" "" "" "" 9.87 0.05 -0.008610 0.13444 166.2 -1.4 22.5 1
7.70361 12497 1 1237669518511177901 349.795010 3764 31.5 6.1 0.40 0.21 0.20 0.01 14.85 0.01 Dprop Sloan 0.17 0.13 -17.93 0.47 0.46 0.30 8.64 0.28 6.58 0.21 "" "" -2.28 0.28 -1.05 0.17 "" "" 9.00 0.17 -0.178111 0.13445 30.7 -5.5 4.2 1
7.70361 262565 1 1237662534363775246 245.339580 10791 155.2 2.2 0.29 0.15 0.63 0.01 16.78 0.01 Dprop Sloan 0.65 0.35 -19.39 0.07 0.42 0.09 9.20 0.07 9.51 0.01 9.31 0.04 "" "" "" "" -0.43 0.04 9.86 0.05 -2.001202 0.13445 -64.2 -139.8 20.8 1
7.70361 12497 1 1237669518511177901 349.795010 3764 31.5 6.1 0.40 0.21 0.20 0.01 14.85 0.01 Dprop Sloan 0.17 0.13 -17.93 0.47 0.46 0.30 8.64 0.28 6.58 0.21 "" "" -2.28 0.28 -1.05 0.17 "" "" 9.00 0.17 -0.178111 0.13445 30.7 -5.5 4.2 1
7.70361 262565 1 1237662534363775246 245.339580 10791 155.2 2.2 0.29 0.15 0.63 0.01 16.78 0.01 Dprop Sloan 0.65 0.35 -19.39 0.07 0.42 0.09 9.20 0.07 9.51 0.01 9.31 0.04 "" "" "" "" -0.43 0.04 9.86 0.05 -2.001202 0.13445 -64.2 -139.8 20.8 1
7.70556 250171 1 1237662238021714264 227.576660 12747 184.6 2.1 0.12 0.06 0.68 0.01 13.56 0.01 Dprop Sloan 1.67 0.87 -22.98 0.06 1.08 0.08 11.10 0.06 11.29 0.01 11.38 0.02 0.50 0.02 0.57 0.02 0.35 0.08 10.34 0.05 -2.311223 0.13449 -123.4 -135.0 24.8 1
7.70917 192550 1 1237661064410366134 136.123750 8570 126.7 2.3 0.18 0.09 0.37 0.01 16.91 0.01 Dprop Sloan 0.40 0.25 -18.81 0.14 0.74 0.19 9.19 0.14 9.60 0.02 9.39 0.06 -0.71 0.10 -0.61 0.03 -0.43 0.06 9.40 0.07 2.375808 0.13455 -90.5 87.0 17.0 1
7.71056 331877 1 1237669681184243850 351.644170 12551 174.0 2.3 0.49 0.25 0.52 0.01 15.44 0.01 Dprop Sloan 1.04 0.60 -21.18 0.10 0.96 0.12 10.29 0.10 10.68 0.01 "" "" 0.88 0.01 0.78 0.04 "" "" 9.72 0.07 -0.145837 0.13457 170.6 -25.1 23.3 1
7.71333 334950 1 1237669681184440427 352.036680 11321 156.5 2.3 0.33 0.17 0.20 0.01 16.77 0.01 Dprop Sloan 0.56 0.36 -19.62 0.21 0.77 0.30 9.54 0.22 9.84 0.01 "" "" -0.73 0.17 "" "" "" "" 9.83 0.06 -0.138986 0.13462 153.6 -21.5 21.0 1
7.71528 124287 0 "" 39.844170 1710 22.9 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 7.82 0.11 0.695412 0.13466 17.4 14.5 3.1 1
7.71556 203490 1 1237658491195228448 156.101650 13371 196.0 2.3 0.08 0.04 0.63 0.02 16.89 0.01 Dprop Sloan 0.74 0.39 -19.69 0.07 0.49 0.09 9.37 0.07 9.74 0.01 9.45 0.08 0.59 0.05 0.53 0.02 0.28 0.09 9.72 0.06 2.724488 0.13466 -177.6 78.7 26.3 1
7.71556 121004 0 "" 42.953750 10141 141.8 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.54 0.06 0.749684 0.13466 102.8 95.7 19.0 1
7.71556 203490 1 1237658491195228448 156.101650 13371 196.0 2.3 0.08 0.04 0.63 0.02 16.89 0.01 Dprop Sloan 0.74 0.39 -19.69 0.07 0.49 0.09 9.37 0.07 9.74 0.01 9.45 0.08 0.59 0.05 0.53 0.02 0.28 0.09 9.72 0.06 2.724488 0.13466 -177.6 78.7 26.3 1
7.71556 121004 0 "" 42.953750 10141 141.8 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.54 0.06 0.749684 0.13466 102.8 95.7 19.0 1
7.71611 334956 1 1237669681184637268 352.511230 10291 141.8 2.3 0.32 0.16 0.33 0.01 17.36 0.01 Dprop Sloan 0.35 0.23 -18.67 0.15 0.56 0.21 9.02 0.16 9.26 0.02 "" "" -1.64 0.61 "" "" "" "" 9.69 0.06 -0.130704 0.13467 139.3 -18.3 19.0 1
7.71778 5056 1 1237660412651896856 142.375820 2144 51.8 10.6 0.21 0.11 0.57 0.01 11.93 0.01 Dprop Sloan 1.18 0.71 -21.93 0.45 1.28 0.11 10.82 0.20 "" "" "" "" "" "" "" "" "" "" 10.03 0.18 2.484927 0.13470 -40.7 31.3 7.0 1
7.71833 330144 1 1237669518510719249 348.700010 4713 66.4 12.8 0.20 0.10 0.41 0.01 14.95 0.01 Dprop Sloan 0.56 0.34 -19.40 0.43 0.62 0.17 9.34 0.21 9.55 0.17 "" "" "" "" "" "" "" "" 9.43 0.17 -0.197222 0.13471 64.5 -12.9 8.9 1
7.72000 322329 1 1237669698912780512 342.516270 7372 100.1 2.2 0.28 0.15 0.24 0.01 15.90 0.01 Dprop Sloan 0.57 0.34 -19.46 0.20 0.52 0.27 9.30 0.20 9.61 0.02 "" "" -1.98 0.61 "" "" "" "" 9.56 0.06 -0.305149 0.13474 94.6 -29.8 13.4 1
7.72083 964 1 1237669767626293320 21.145830 2735 58.1 11.2 0.15 0.08 0.22 0.01 14.18 0.01 Dprop Sloan 0.69 0.41 -19.98 0.46 0.55 0.28 9.53 0.27 9.82 0.17 "" "" -0.54 0.17 -0.33 0.17 "" "" 9.74 0.17 0.369064 0.13475 53.7 20.8 7.8 1
7.72139 258394 1 1237662238021517723 226.995010 10050 146.1 2.3 0.11 0.05 0.21 0.01 18.11 0.02 Dprop Sloan 0.21 0.12 -17.85 0.20 0.24 0.29 8.45 0.22 8.85 0.03 "" "" -2.14 0.89 "" "" "" "" 9.72 0.06 -2.321375 0.13476 -98.7 -105.9 19.6 1
7.72222 334892 2 1237669518509867456 346.772090 16342 228.2 2.3 0.15 0.08 0.90 0.24 18.19 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 9.38 0.03 "" "" "" "" "" "" "" "" 9.87 0.07 -0.230871 0.13478 220.1 -51.7 30.7 1
7.72528 12054 1 1237669699447423155 337.385010 2065 36.3 7.2 0.36 0.19 0.23 0.01 14.21 0.01 Dprop Sloan 0.39 0.27 -18.95 0.47 0.62 0.27 9.16 0.27 9.40 0.17 "" "" -1.71 0.19 -0.80 0.17 "" "" 9.44 0.18 -0.394706 0.13483 33.2 -13.8 4.9 1
7.72611 181217 1 1237660669809197290 135.045840 8688 128.4 2.3 0.35 0.18 0.74 0.01 13.80 0.01 Dprop Sloan 1.34 0.74 -22.02 0.07 1.15 0.06 10.76 0.05 10.83 0.02 11.01 0.03 0.31 0.02 0.30 0.02 0.15 0.14 9.94 0.05 2.356995 0.13485 -90.0 89.9 17.3 1
7.72861 124423 3 "" 35.681250 5492 76.3 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.95 0.07 0.622755 0.13489 61.4 44.1 10.3 1
7.73111 220384 1 1237661976010293410 184.968750 3774 56.1 2.2 0.09 0.04 0.36 0.01 16.82 0.01 Dprop Sloan 0.00 0.00 -16.96 0.16 -0.09 0.19 7.87 0.15 8.49 0.04 7.63 0.09 "" "" "" "" -0.85 0.01 9.15 0.06 -3.054872 0.13493 -55.4 -4.8 7.5 1
7.73139 716397 1 1237661949201744216 233.425430 10098 146.3 2.4 0.15 0.08 0.34 0.01 15.65 0.01 Dprop Sloan 0.84 0.49 -20.48 0.15 0.70 0.20 9.83 0.15 10.02 0.01 9.99 0.03 -1.19 0.28 -0.54 0.05 -0.34 0.10 9.50 0.08 -2.209143 0.13494 -86.4 -116.4 19.7 1
7.73361 174721 1 1237671124290765732 119.836670 4211 62.7 2.1 0.07 0.03 0.63 0.02 16.87 0.01 Dprop Sloan 0.00 0.02 -17.15 0.10 0.62 0.09 8.44 0.07 8.53 0.03 "" "" "" "" "" "" "" "" 8.94 0.06 2.091544 0.13498 -30.9 53.9 8.4 1
7.73472 715605 1 1237658492800860240 144.523740 6779 101.5 2.2 0.14 0.07 0.39 0.01 15.10 0.01 Dprop Sloan 0.70 0.45 -20.19 0.13 0.92 0.18 9.87 0.14 10.30 0.02 10.05 0.05 0.33 0.02 0.25 0.03 0.28 0.08 9.65 0.05 2.522415 0.13500 -81.9 58.4 13.7 1
7.73583 124294 0 "" 41.186250 12010 168.4 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.99 0.05 0.718836 0.13502 125.6 109.9 22.7 1
7.73750 716403 1 1237661949202071963 234.197920 13730 198.1 2.3 0.15 0.08 0.37 0.01 15.91 0.01 Dprop Sloan 0.99 0.55 -20.89 0.13 0.74 0.19 10.02 0.14 10.26 0.01 10.18 0.04 "" "" "" "" 0.01 0.10 9.99 0.06 -2.195661 0.13504 -114.8 -159.2 26.7 1
7.73778 192620 1 1237660583904805045 146.257080 14101 206.2 2.3 0.09 0.05 0.53 0.01 15.95 0.01 Dprop Sloan 1.03 0.55 -20.81 0.09 0.60 0.12 9.89 0.09 10.20 0.01 9.94 0.06 "" "" "" "" 0.07 0.08 10.19 0.05 2.552668 0.13505 -169.9 113.5 27.8 1
7.74111 262417 1 1237662637451772498 245.906660 10642 153.0 2.2 0.28 0.14 0.21 0.01 17.13 0.02 Dprop Sloan 0.51 0.29 -19.13 0.21 0.38 0.29 9.07 0.22 9.51 0.01 "" "" "" "" "" "" "" "" 9.83 0.06 -1.991304 0.13511 -61.9 -138.4 20.6 1
7.74111 334937 1 1237669518511833298 351.360410 8848 121.1 2.3 0.36 0.18 0.83 0.02 15.91 0.01 Dprop Sloan 0.78 0.40 -19.72 0.06 0.58 0.05 9.45 0.04 9.69 0.02 "" "" -0.82 0.15 "" "" "" "" 9.91 0.05 -0.150789 0.13511 118.6 -18.0 16.3 1
7.74111 262417 1 1237662637451772498 245.906660 10642 153.0 2.2 0.28 0.14 0.21 0.01 17.13 0.02 Dprop Sloan 0.51 0.29 -19.13 0.21 0.38 0.29 9.07 0.22 9.51 0.01 "" "" "" "" "" "" "" "" 9.83 0.06 -1.991304 0.13511 -61.9 -138.4 20.6 1
7.74111 334937 1 1237669518511833298 351.360410 8848 121.1 2.3 0.36 0.18 0.83 0.02 15.91 0.01 Dprop Sloan 0.78 0.40 -19.72 0.06 0.58 0.05 9.45 0.04 9.69 0.02 "" "" -0.82 0.15 "" "" "" "" 9.91 0.05 -0.150789 0.13511 118.6 -18.0 16.3 1
7.74139 203417 1 1237660583370097066 151.340420 9673 143.1 2.2 0.07 0.04 0.88 0.03 17.19 0.02 Dprop Sloan 0.51 0.24 -18.64 0.04 0.55 0.04 8.99 0.03 9.37 0.02 9.25 0.05 -0.78 0.17 -0.28 0.03 -0.57 0.06 9.45 0.06 2.641389 0.13511 -124.4 68.0 19.3 1
7.74333 213849 1 1237658424097636592 175.969990 5909 89.5 2.2 0.07 0.04 0.44 0.01 17.44 0.01 Dprop Sloan 0.00 0.05 -17.38 0.12 0.48 0.15 8.44 0.12 8.65 0.03 8.46 0.06 -2.21 0.70 -1.28 0.05 -1.05 0.10 9.18 0.06 3.071256 0.13515 -88.5 6.2 12.1 1
7.74361 9795 1 1237662264322949370 229.132080 13320 192.7 2.3 0.11 0.06 0.32 0.01 13.68 0.01 Dprop Sloan 1.69 0.87 -23.23 0.15 0.87 0.22 11.06 0.16 11.35 0.01 11.35 0.03 0.59 0.02 0.58 0.04 0.38 0.15 10.36 0.05 -2.284076 0.13515 -124.9 -144.4 26.0 1
7.74528 124311 0 "" 42.548750 6622 91.5 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.18 0.06 0.742616 0.13518 66.8 61.3 12.3 1
7.74528 250883 1 1237662198285598831 232.228740 13375 193.2 2.3 0.14 0.07 0.46 0.01 14.11 0.01 Dprop Sloan 1.52 0.81 -22.66 0.11 0.98 0.15 10.90 0.11 11.00 0.01 11.12 0.02 -0.11 0.06 0.05 0.07 -0.08 0.09 9.95 0.06 -2.230029 0.13518 -117.3 -151.3 26.0 1
7.74528 124311 0 "" 42.548750 6622 91.5 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.18 0.06 0.742616 0.13518 66.8 61.3 12.3 1
7.74528 250883 1 1237662198285598831 232.228740 13375 193.2 2.3 0.14 0.07 0.46 0.01 14.11 0.01 Dprop Sloan 1.52 0.81 -22.66 0.11 0.98 0.15 10.90 0.11 11.00 0.01 11.12 0.02 -0.11 0.06 0.05 0.07 -0.08 0.09 9.95 0.06 -2.230029 0.13518 -117.3 -151.3 26.0 1
7.74583 124234 1 1237667229832380474 30.677920 7784 107.3 2.3 0.30 0.15 0.88 0.01 13.78 0.01 Dprop Sloan 1.14 0.68 -21.56 0.06 1.16 0.04 10.59 0.04 10.62 0.02 "" "" -0.56 0.05 "" "" "" "" 9.93 0.05 0.535431 0.13519 91.4 54.2 14.5 1
7.74750 208313 1 1237658424629592685 164.646670 9258 137.3 2.3 0.11 0.06 0.78 0.05 17.48 0.02 Dprop Sloan 0.20 0.19 -18.28 0.06 0.62 0.06 8.90 0.05 8.97 0.03 "" "" -1.68 0.65 "" "" "" "" 9.45 0.07 2.873626 0.13522 -131.2 36.0 18.5 1
7.74972 322317 1 1237669763872850224 340.374570 9926 136.6 2.2 0.34 0.17 0.33 0.01 17.52 0.01 Dprop Sloan 0.25 0.20 -18.42 0.15 0.69 0.21 9.00 0.16 9.24 0.02 "" "" -0.91 0.19 "" "" "" "" 9.54 0.06 -0.342528 0.13526 127.5 -45.5 18.4 1
7.75056 250335 1 1237662264322621610 228.363330 9791 142.3 2.3 0.10 0.05 0.24 0.01 15.27 0.01 Dprop Sloan 0.89 0.53 -20.87 0.19 0.89 0.26 10.12 0.20 10.66 0.01 "" "" 0.09 0.02 0.03 0.02 "" "" 9.67 0.06 -2.297493 0.13527 -93.7 -105.4 19.2 1
7.75056 251669 1 1237662263784702022 226.007080 14177 205.2 2.2 0.10 0.05 0.43 0.01 15.11 0.01 Dprop Sloan 1.21 0.67 -21.75 0.11 0.81 0.16 10.42 0.12 10.68 0.01 10.68 0.04 0.52 0.02 0.55 0.02 0.55 0.09 10.04 0.05 -2.338618 0.13527 -141.2 -146.3 27.7 1
7.75056 250335 1 1237662264322621610 228.363330 9791 142.3 2.3 0.10 0.05 0.24 0.01 15.27 0.01 Dprop Sloan 0.89 0.53 -20.87 0.19 0.89 0.26 10.12 0.20 10.66 0.01 "" "" 0.09 0.02 0.03 0.02 "" "" 9.67 0.06 -2.297493 0.13527 -93.7 -105.4 19.2 1
7.75056 251669 1 1237662263784702022 226.007080 14177 205.2 2.2 0.10 0.05 0.43 0.01 15.11 0.01 Dprop Sloan 1.21 0.67 -21.75 0.11 0.81 0.16 10.42 0.12 10.68 0.01 10.68 0.04 0.52 0.02 0.55 0.02 0.55 0.09 10.04 0.05 -2.338618 0.13527 -141.2 -146.3 27.7 1
